緯度,経度,区,町丁名,新規カバー人口
35.543074,139.742232,川崎区,殿町一丁目,607
35.623991,139.509193,麻生区,細山,607
35.620388,139.503098,麻生区,細山,606
35.56995,139.472856,麻生区,岡上,606
35.591784,139.612782,高津区,末長二丁目,606
35.570851,139.471749,麻生区,岡上,606
35.576136,139.521117,麻生区,早野,606
35.602354,139.56272,宮前区,初山一丁目,606
35.576256,139.483379,麻生区,岡上,606
35.543975,139.743339,川崎区,殿町一丁目,604
35.638751,139.533268,多摩区,菅野戸呂,604
35.554134,139.689758,幸区,古市場一丁目,604
35.578023,139.62043,高津区,千年,604
35.640102,139.533822,多摩区,菅野戸呂,604
35.638301,139.532713,多摩区,菅野戸呂,604
35.577451,139.513313,麻生区,王禅寺東六丁目,603
35.616397,139.457779,麻生区,黒川,603
35.595617,139.519442,麻生区,王禅寺東一丁目,602
35.604606,139.560504,宮前区,初山一丁目,602
35.576587,139.514472,麻生区,早野,602
35.586778,139.667852,中原区,上丸子八幡町,601
35.543669,139.747923,川崎区,殿町二丁目,601
35.543975,139.742232,川崎区,殿町一丁目,601
35.543975,139.742785,川崎区,殿町一丁目,599
35.615496,139.455009,麻生区,黒川,599
35.617298,139.454455,麻生区,黒川,599
35.601081,139.557663,宮前区,菅生一丁目,599
35.541867,139.747923,川崎区,殿町二丁目,599
35.575686,139.514472,麻生区,早野,599
35.612253,139.616406,高津区,久地二丁目,599
35.620214,139.583629,多摩区,宿河原五丁目,598
35.542624,139.741678,川崎区,殿町一丁目,598
35.616847,139.454455,麻生区,黒川,598
35.630629,139.521436,多摩区,菅仙谷一丁目,597
35.614085,139.495183,麻生区,向原二丁目,597
35.601903,139.562166,宮前区,初山一丁目,596
35.606891,139.629176,高津区,諏訪二丁目,595
35.606441,139.629176,高津区,諏訪二丁目,595
35.574334,139.523333,麻生区,早野,595
35.56995,139.474518,麻生区,岡上,593
35.543975,139.741678,川崎区,殿町一丁目,593
35.620214,139.584183,多摩区,宿河原五丁目,593
35.584995,139.601007,宮前区,宮崎,592
35.584995,139.600453,宮前区,宮崎,592
35.584995,139.599899,宮前区,宮崎,592
35.584634,139.599656,宮前区,馬絹五丁目,592
35.584544,139.601007,宮前区,宮崎,592
35.584544,139.600453,宮前区,宮崎,592
35.584094,139.601007,宮前区,宮崎,592
35.584094,139.600453,宮前区,宮崎,592
35.588249,139.519453,麻生区,王禅寺東三丁目,592
35.584183,139.601872,宮前区,馬絹五丁目,592
35.543318,139.740961,川崎区,大師河原一丁目,591
35.617999,139.456349,麻生区,はるひ野三丁目,591
35.543768,139.740961,川崎区,大師河原一丁目,591
35.603255,139.55718,宮前区,初山一丁目,591
35.544219,139.740961,川崎区,大師河原一丁目,591
35.542624,139.742232,川崎区,殿町一丁目,590
35.617999,139.45524,麻生区,はるひ野三丁目,590
35.604,139.558466,多摩区,枡形七丁目,589
35.575235,139.514472,麻生区,早野,589
35.639652,139.533822,多摩区,菅野戸呂,589
35.575202,139.510843,麻生区,下麻生三丁目,589
35.611189,139.623093,高津区,瀬田,588
35.579721,139.604642,宮前区,梶ケ谷,588
35.580172,139.604088,宮前区,梶ケ谷,588
35.610738,139.623093,高津区,瀬田,588
35.54971,139.698996,幸区,小向,587
35.574334,139.512257,麻生区,早野,587
35.549921,139.698814,幸区,小向仲野町,587
35.542768,139.748476,川崎区,殿町二丁目,586
35.617548,139.457457,麻生区,はるひ野三丁目,586
35.598118,139.585529,宮前区,神木本町四丁目,585
35.597667,139.586083,宮前区,神木本町四丁目,585
35.597667,139.585529,宮前区,神木本町四丁目,585
35.542867,139.740961,川崎区,大師河原一丁目,585
35.597667,139.584975,宮前区,神木本町四丁目,585
35.598118,139.584975,宮前区,神木本町四丁目,585
35.597217,139.584421,宮前区,神木本町四丁目,585
35.596767,139.584975,宮前区,神木本町四丁目,585
35.597217,139.584975,宮前区,神木本町四丁目,585
35.596767,139.584421,宮前区,神木本町四丁目,585
35.601453,139.560504,宮前区,初山一丁目,585
35.578474,139.620984,高津区,千年,585
35.597217,139.585529,宮前区,神木本町四丁目,585
35.585878,139.667298,中原区,上丸子八幡町,582
35.601531,139.557109,宮前区,菅生一丁目,582
35.542317,139.748476,川崎区,殿町二丁目,582
35.621289,139.502543,麻生区,細山,580
35.627705,139.524573,多摩区,菅仙谷二丁目,579
35.575806,139.483933,麻生区,岡上,579
35.616397,139.454455,麻生区,黒川,578
35.544426,139.741678,川崎区,殿町一丁目,577
35.601002,139.55995,宮前区,初山一丁目,576
35.617748,139.454455,麻生区,黒川,576
35.629277,139.520882,多摩区,菅仙谷一丁目,576
35.543218,139.748476,川崎区,殿町二丁目,575
35.606891,139.628622,高津区,諏訪二丁目,574
35.606441,139.628622,高津区,諏訪二丁目,574
35.607342,139.628622,高津区,諏訪二丁目,574
35.606891,139.62973,高津区,諏訪二丁目,574
35.607342,139.629176,高津区,諏訪二丁目,574
35.627926,139.521436,多摩区,菅仙谷一丁目,573
35.606462,139.565727,多摩区,東生田三丁目,573
35.604,139.557912,多摩区,枡形七丁目,572
35.588249,139.520561,麻生区,王禅寺東三丁目,571
35.544426,139.742785,川崎区,殿町一丁目,570
35.574752,139.511397,麻生区,下麻生三丁目,570
35.574785,139.513918,麻生区,早野,570
35.620665,139.583629,多摩区,宿河原五丁目,569
35.621115,139.583629,多摩区,宿河原五丁目,569
35.544426,139.742232,川崎区,殿町一丁目,569
35.544426,139.743339,川崎区,殿町一丁目,569
35.617999,139.456903,麻生区,はるひ野三丁目,568
35.543318,139.740407,川崎区,大師河原一丁目,567
35.588249,139.518899,麻生区,王禅寺東三丁目,567
35.590357,139.608024,高津区,末長一丁目,567
35.641904,139.524954,多摩区,菅野戸呂,566
35.5704,139.471749,麻生区,岡上,565
35.577037,139.514472,麻生区,早野,565
35.541417,139.746815,川崎区,殿町二丁目,565
35.56995,139.472302,麻生区,岡上,565
35.589622,139.66127,中原区,上丸子天神町,565
35.604606,139.55995,宮前区,初山一丁目,565
35.62963,139.520901,多摩区,菅仙谷四丁目,565
35.572202,139.483379,麻生区,岡上,565
35.619764,139.583629,多摩区,宿河原五丁目,564
35.621115,139.584183,多摩区,宿河原五丁目,564
35.620665,139.584183,多摩区,宿河原五丁目,564
35.574785,139.521671,麻生区,早野,564
35.586328,139.667852,中原区,上丸子八幡町,564
35.615496,139.457225,麻生区,黒川,564
35.541867,139.748476,川崎区,殿町二丁目,563
35.543669,139.748476,川崎区,殿町二丁目,563
35.578023,139.620984,高津区,千年,563
35.575686,139.521117,麻生区,早野,562
35.620838,139.503098,麻生区,細山,561
35.543768,139.740407,川崎区,大師河原一丁目,561
35.544219,139.740407,川崎区,大師河原一丁目,561
35.639201,139.533822,多摩区,菅野戸呂,559
35.619764,139.584183,多摩区,宿河原五丁目,559
35.620665,139.584737,多摩区,宿河原五丁目,559
35.615947,139.454455,麻生区,黒川,559
35.620214,139.584737,多摩区,宿河原五丁目,559
35.542768,139.74903,川崎区,殿町二丁目,558
35.601453,139.561058,宮前区,初山一丁目,558
35.577488,139.513918,麻生区,早野,557
35.615947,139.457779,麻生区,黒川,556
35.576587,139.515026,麻生区,早野,556
35.603705,139.55718,宮前区,初山一丁目,555
35.62219,139.506977,麻生区,細山,555
35.602354,139.556626,宮前区,初山一丁目,555
35.574334,139.522779,麻生区,早野,554
35.63008,139.520901,多摩区,菅仙谷四丁目,554
35.542317,139.74903,川崎区,殿町二丁目,554
35.607792,139.629176,高津区,諏訪二丁目,553
35.607792,139.628622,高津区,諏訪二丁目,553
35.607342,139.62973,高津区,諏訪二丁目,553
35.595931,139.518676,麻生区,王禅寺西三丁目,553
35.604901,139.560128,多摩区,枡形七丁目,552
35.541417,139.747369,川崎区,殿町二丁目,552
35.582665,139.527166,麻生区,王禅寺,552
35.54971,139.69955,幸区,小向,552
35.54926,139.700104,幸区,小向,552
35.588721,139.660716,中原区,上丸子天神町,551
35.571752,139.482825,麻生区,岡上,551
35.542867,139.740407,川崎区,大師河原一丁目,551
35.598145,139.586007,宮前区,神木本町三丁目,550
35.596153,139.584309,宮前区,神木二丁目,549
35.567017,139.596445,宮前区,東有馬五丁目,549
35.615046,139.456671,麻生区,黒川,549
35.62309,139.507531,麻生区,細山,548
35.556319,139.693469,幸区,東古市場,548
35.615046,139.456117,麻生区,黒川,548
35.543218,139.74903,川崎区,殿町二丁目,547
35.583733,139.602426,宮前区,馬絹五丁目,547
35.584634,139.599103,宮前区,馬絹五丁目,547
35.601903,139.556626,宮前区,初山一丁目,546
35.588249,139.521115,麻生区,王禅寺東三丁目,546
35.618449,139.456349,麻生区,はるひ野三丁目,545
35.617999,139.457457,麻生区,はるひ野三丁目,545
35.576136,139.515026,麻生区,早野,545
35.615046,139.455563,麻生区,黒川,543
35.638301,139.533268,多摩区,菅野戸呂,543
35.544669,139.740961,川崎区,大師河原一丁目,543
35.584622,139.616618,高津区,新作三丁目,542
35.607792,139.62973,高津区,諏訪二丁目,541
35.607342,139.630284,高津区,諏訪二丁目,541
35.577573,139.620984,高津区,千年,541
35.547008,139.700104,幸区,小向,538
35.583013,139.487256,麻生区,岡上,537
35.582562,139.487256,麻生区,岡上,537
35.602804,139.556626,宮前区,初山一丁目,537
35.575202,139.510289,麻生区,下麻生三丁目,536
35.575686,139.515026,麻生区,早野,535
35.544876,139.741678,川崎区,殿町一丁目,534
35.574334,139.513364,麻生区,早野,533
35.575653,139.510289,麻生区,下麻生三丁目,533
35.606913,139.565173,多摩区,東生田三丁目,532
35.606234,139.628079,高津区,瀬田,532
35.606684,139.628079,高津区,瀬田,532
35.607135,139.628079,高津区,瀬田,532
35.607585,139.628079,高津区,瀬田,532
35.544876,139.742232,川崎区,殿町一丁目,532
35.60599,139.628068,高津区,諏訪二丁目,532
35.606891,139.630284,高津区,諏訪二丁目,530
35.541417,139.747923,川崎区,殿町二丁目,530
35.619764,139.583075,多摩区,宿河原五丁目,529
35.620214,139.583075,多摩区,宿河原五丁目,529
35.620665,139.583075,多摩区,宿河原五丁目,529
35.621115,139.583075,多摩区,宿河原五丁目,529
35.601081,139.557109,宮前区,菅生一丁目,528
35.638751,139.533822,多摩区,菅野戸呂,528
35.601531,139.556555,宮前区,菅生一丁目,528
35.605056,139.560504,宮前区,初山一丁目,527
35.585427,139.667298,中原区,上丸子八幡町,527
35.604451,139.55902,多摩区,枡形七丁目,527
35.618449,139.456903,麻生区,はるひ野三丁目,527
35.585878,139.667852,中原区,上丸子八幡町,527
35.615046,139.457225,麻生区,黒川,526
35.620214,139.585291,多摩区,宿河原五丁目,525
35.620665,139.585291,多摩区,宿河原五丁目,525
35.58031,139.476179,麻生区,岡上,524
35.583463,139.487256,麻生区,岡上,524
35.582562,139.48781,麻生区,岡上,524
35.58031,139.476733,麻生区,岡上,524
35.583013,139.48781,麻生区,岡上,524
35.544669,139.740407,川崎区,大師河原一丁目,524
35.607363,139.564619,多摩区,東生田三丁目,523
35.606462,139.566281,多摩区,東生田三丁目,523
35.541867,139.74903,川崎区,殿町二丁目,523
35.542417,139.740961,川崎区,大師河原一丁目,522
35.628377,139.520882,多摩区,菅仙谷一丁目,521
35.631079,139.521436,多摩区,菅仙谷一丁目,521
35.615496,139.454455,麻生区,黒川,520
35.600552,139.559396,宮前区,初山一丁目,519
35.605352,139.560682,多摩区,枡形七丁目,519
35.603255,139.556626,宮前区,初山一丁目,519
35.550371,139.69826,幸区,小向仲野町,518
35.577037,139.515026,麻生区,早野,518
35.550161,139.698996,幸区,小向,518
35.550371,139.698814,幸区,小向仲野町,518
35.575235,139.521117,麻生区,早野,518
35.598596,139.586007,宮前区,神木本町三丁目,515
35.621289,139.503098,麻生区,細山,515
35.589171,139.660716,中原区,上丸子天神町,514
35.601453,139.561612,宮前区,初山一丁目,513
35.596153,139.583755,宮前区,神木二丁目,513
35.601002,139.560504,宮前区,初山一丁目,513
35.640102,139.534376,多摩区,菅野戸呂,513
35.619937,139.503652,麻生区,細山,512
35.576256,139.483933,麻生区,岡上,510
35.621739,139.502543,麻生区,細山,510
35.577488,139.514472,麻生区,早野,510
35.544219,139.739854,川崎区,大師河原一丁目,510
35.574334,139.522225,麻生区,早野,510
35.56995,139.471749,麻生区,岡上,510
35.543768,139.739854,川崎区,大師河原一丁目,510
35.583013,139.486702,麻生区,岡上,510
35.583463,139.48781,麻生区,岡上,510
35.543318,139.739854,川崎区,大師河原一丁目,510
35.583914,139.487256,麻生区,岡上,510
35.58031,139.475625,麻生区,岡上,510
35.583013,139.488364,麻生区,岡上,510
35.620629,139.582525,多摩区,宿河原四丁目,509
35.618449,139.457457,麻生区,はるひ野三丁目,509
35.612703,139.616406,高津区,久地二丁目,509
35.62108,139.582525,多摩区,宿河原四丁目,509
35.615496,139.457779,麻生区,黒川,508
35.544119,139.747923,川崎区,殿町二丁目,508
35.614595,139.456671,麻生区,黒川,506
35.641458,139.524397,多摩区,菅六丁目,505
35.618899,139.456349,麻生区,はるひ野三丁目,504
35.611892,139.459995,麻生区,黒川,501
35.615046,139.455009,麻生区,黒川,501
35.612343,139.459995,麻生区,黒川,501
35.612343,139.459441,麻生区,黒川,501
35.614595,139.456117,麻生区,黒川,501
35.63785,139.532713,多摩区,菅野戸呂,501
35.600552,139.558842,宮前区,初山一丁目,501
35.606991,139.52903,多摩区,南生田一丁目,500
35.607892,139.52903,多摩区,南生田一丁目,500
35.606212,139.529318,多摩区,南生田二丁目,500
35.575235,139.515026,麻生区,早野,500
35.606212,139.528764,多摩区,南生田二丁目,500
35.606541,139.52903,多摩区,南生田一丁目,500
35.607442,139.530139,多摩区,南生田一丁目,500
35.607442,139.529585,多摩区,南生田一丁目,500
35.606212,139.529872,多摩区,南生田二丁目,500
35.605761,139.529318,多摩区,南生田二丁目,500
35.605761,139.528764,多摩区,南生田二丁目,500
35.607892,139.528476,多摩区,南生田一丁目,500
35.605311,139.528764,多摩区,南生田二丁目,500
35.607442,139.528476,多摩区,南生田一丁目,500
35.578023,139.621538,高津区,千年,500
35.606991,139.529585,多摩区,南生田一丁目,500
35.607442,139.52903,多摩区,南生田一丁目,500
35.606991,139.530139,多摩区,南生田一丁目,500
35.606991,139.528476,多摩区,南生田一丁目,500
35.574785,139.514472,麻生区,早野,499
35.543669,139.74903,川崎区,殿町二丁目,498
35.623541,139.508085,麻生区,細山,498
35.639652,139.534376,多摩区,菅野戸呂,498
35.587799,139.521115,麻生区,王禅寺東三丁目,497
35.583463,139.488364,麻生区,岡上,496
35.582112,139.48781,麻生区,岡上,496
35.582562,139.488364,麻生区,岡上,496
35.611442,139.459995,麻生区,黒川,496
35.610992,139.459995,麻生区,黒川,496
35.570851,139.471195,麻生区,岡上,496
35.611892,139.459441,麻生区,黒川,496
35.583463,139.486702,麻生区,岡上,496
35.619313,139.583075,多摩区,宿河原五丁目,495
35.541417,139.748476,川崎区,殿町二丁目,495
35.542621,139.749703,川崎区,殿町三丁目,495
35.62264,139.506977,麻生区,細山,494
35.63153,139.521436,多摩区,菅仙谷一丁目,494
35.620388,139.503652,麻生区,細山,494
35.612793,139.458887,麻生区,黒川,492
35.602354,139.556072,宮前区,初山一丁目,492
35.606913,139.565727,多摩区,東生田三丁目,492
35.614595,139.455563,麻生区,黒川,492
35.614595,139.455009,麻生区,黒川,492
35.604451,139.558466,多摩区,枡形七丁目,491
35.618899,139.456903,麻生区,はるひ野三丁目,490
35.621289,139.506422,麻生区,細山,489
35.608036,139.628079,高津区,瀬田,489
35.614595,139.457225,麻生区,黒川,488
35.600552,139.55995,宮前区,初山一丁目,487
35.614145,139.456117,麻生区,黒川,487
35.610992,139.460549,麻生区,黒川,487
35.611442,139.459441,麻生区,黒川,487
35.612793,139.459441,麻生区,黒川,487
35.612343,139.458887,麻生区,黒川,487
35.627476,139.521436,多摩区,菅仙谷一丁目,486
35.542867,139.739854,川崎区,大師河原一丁目,485
35.601982,139.556001,宮前区,菅生一丁目,483
35.612343,139.460549,麻生区,黒川,483
35.602804,139.556072,宮前区,初山一丁目,483
35.611892,139.460549,麻生区,黒川,483
35.54971,139.700104,幸区,小向,483
35.612793,139.458333,麻生区,黒川,483
35.607363,139.565173,多摩区,東生田三丁目,483
35.610541,139.459995,麻生区,黒川,483
35.610992,139.459441,麻生区,黒川,483
35.612793,139.459995,麻生区,黒川,483
35.548809,139.700657,幸区,小向,483
35.606891,139.630838,高津区,諏訪二丁目,483
35.550161,139.69955,幸区,小向,483
35.607342,139.630838,高津区,諏訪二丁目,483
35.611442,139.460549,麻生区,黒川,483
35.639201,139.534376,多摩区,菅野戸呂,483
35.614145,139.455563,麻生区,黒川,483
35.582112,139.488364,麻生区,岡上,482
35.577938,139.513918,麻生区,早野,482
35.583914,139.486702,麻生区,岡上,482
35.575653,139.509736,麻生区,下麻生三丁目,482
35.614145,139.456671,麻生区,黒川,478
35.614145,139.455009,麻生区,黒川,478
35.630629,139.520882,多摩区,菅仙谷一丁目,478
35.613244,139.458333,麻生区,黒川,478
35.577573,139.621538,高津区,千年,478
35.54217,139.749703,川崎区,殿町三丁目,478
35.611892,139.458887,麻生区,黒川,478
35.614595,139.454455,麻生区,黒川,478
35.610541,139.460549,麻生区,黒川,478
35.615947,139.458333,麻生区,黒川,477
35.605311,139.529318,多摩区,南生田二丁目,475
35.615046,139.457779,麻生区,黒川,475
35.574785,139.521117,麻生区,早野,475
35.601453,139.562166,宮前区,初山一丁目,474
35.604156,139.55718,宮前区,初山一丁目,474
35.54512,139.740961,川崎区,大師河原一丁目,473
35.620838,139.503652,麻生区,細山,473
35.613694,139.456671,麻生区,黒川,473
35.601002,139.561058,宮前区,初山一丁目,473
35.613244,139.457779,麻生区,黒川,473
35.613244,139.458887,麻生区,黒川,473
35.613694,139.457225,麻生区,黒川,473
35.607892,139.527922,多摩区,南生田一丁目,472
35.543071,139.749703,川崎区,殿町三丁目,472
35.542417,139.740407,川崎区,大師河原一丁目,472
35.618899,139.457457,麻生区,はるひ野三丁目,472
35.613635,139.495183,麻生区,向原二丁目,471
35.615947,139.4539,麻生区,黒川,471
35.585427,139.667852,中原区,上丸子八幡町,471
35.606441,139.630838,高津区,諏訪二丁目,471
35.603705,139.556626,宮前区,初山一丁目,470
35.593082,139.484319,麻生区,片平,470
35.612343,139.458333,麻生区,黒川,469
35.617298,139.4539,麻生区,黒川,469
35.615046,139.454455,麻生区,黒川,469
35.610541,139.459441,麻生区,黒川,469
35.62108,139.581971,多摩区,宿河原四丁目,469
35.614145,139.457225,麻生区,黒川,469
35.613694,139.457779,麻生区,黒川,469
35.5704,139.471195,麻生区,岡上,468
35.616847,139.4539,麻生区,黒川,468
35.607585,139.627525,高津区,瀬田,468
35.607135,139.627525,高津区,瀬田,468
35.575806,139.484487,麻生区,岡上,468
35.606684,139.627525,高津区,瀬田,468
35.606234,139.627525,高津区,瀬田,468
35.616397,139.4539,麻生区,黒川,467
35.548359,139.700657,幸区,小向,466
35.603255,139.556072,宮前区,初山一丁目,466
35.614595,139.457779,麻生区,黒川,465
35.610992,139.461104,麻生区,黒川,464
35.613694,139.456117,麻生区,黒川,464
35.608312,139.536801,多摩区,栗谷二丁目,464
35.604451,139.557912,多摩区,枡形七丁目,464
35.611442,139.458887,麻生区,黒川,464
35.612793,139.457779,麻生区,黒川,464
35.614145,139.454455,麻生区,黒川,464
35.613244,139.457225,麻生区,黒川,464
35.613153,139.616406,高津区,久地二丁目,464
35.610091,139.459995,麻生区,黒川,464
35.544119,139.748476,川崎区,殿町二丁目,464
35.613244,139.459441,麻生区,黒川,464
35.612793,139.460549,麻生区,黒川,460
35.613694,139.458333,麻生区,黒川,460
35.610091,139.460549,麻生区,黒川,460
35.610541,139.461104,麻生区,黒川,460
35.62963,139.520347,多摩区,菅仙谷四丁目,458
35.544669,139.739854,川崎区,大師河原一丁目,458
35.615496,139.458333,麻生区,黒川,458
35.620214,139.585845,多摩区,宿河原五丁目,457
35.556319,139.694023,幸区,東古市場,456
35.613244,139.459995,麻生区,黒川,455
35.583013,139.488917,麻生区,岡上,455
35.584364,139.486702,麻生区,岡上,455
35.611892,139.461104,麻生区,黒川,455
35.613244,139.461104,麻生区,黒川,455
35.610992,139.458887,麻生区,黒川,455
35.583013,139.486148,麻生区,岡上,455
35.614595,139.4539,麻生区,黒川,455
35.611892,139.458333,麻生区,黒川,455
35.613694,139.455563,麻生区,黒川,455
35.582562,139.488917,麻生区,岡上,455
35.611442,139.461104,麻生区,黒川,455
35.543768,139.7393,川崎区,大師河原一丁目,454
35.620838,139.506422,麻生区,細山,454
35.577488,139.515026,麻生区,早野,454
35.541417,139.74903,川崎区,殿町二丁目,453
35.585878,139.668406,中原区,上丸子八幡町,453
35.614145,139.457779,麻生区,黒川,451
35.617748,139.4539,麻生区,黒川,451
35.612343,139.461104,麻生区,黒川,451
35.577938,139.514472,麻生区,早野,451
35.613244,139.456671,麻生区,黒川,451
35.613694,139.461104,麻生区,黒川,450
35.550611,139.698996,幸区,小向,449
35.54926,139.700657,幸区,小向,449
35.587799,139.521669,麻生区,王禅寺東三丁目,448
35.602354,139.555518,宮前区,初山一丁目,448
35.612343,139.457779,麻生区,黒川,446
35.613694,139.458887,麻生区,黒川,446
35.63008,139.520347,多摩区,菅仙谷四丁目,446
35.612793,139.457225,麻生区,黒川,446
35.610091,139.459441,麻生区,黒川,446
35.613694,139.455009,麻生区,黒川,446
35.553684,139.689204,幸区,古市場一丁目,446
35.614145,139.4539,麻生区,黒川,446
35.612793,139.461658,麻生区,黒川,445
35.613244,139.461658,麻生区,黒川,445
35.614145,139.461104,麻生区,黒川,445
35.621739,139.503098,麻生区,細山,445
35.575202,139.509736,麻生区,下麻生三丁目,445
35.596462,139.488615,麻生区,片平六丁目,444
35.573884,139.523333,麻生区,早野,444
35.615046,139.4539,麻生区,黒川,442
35.610541,139.458887,麻生区,黒川,442
35.608124,139.53704,多摩区,南生田八丁目,442
35.613694,139.454455,麻生区,黒川,442
35.583463,139.486148,麻生区,岡上,441
35.583463,139.488917,麻生区,岡上,441
35.582112,139.488917,麻生区,岡上,441
35.581662,139.488364,麻生区,岡上,441
35.613694,139.461658,麻生区,黒川,440
35.61935,139.457457,麻生区,はるひ野三丁目,440
35.602804,139.555518,宮前区,初山一丁目,439
35.621739,139.506422,麻生区,細山,439
35.543318,139.7393,川崎区,大師河原一丁目,439
35.544219,139.7393,川崎区,大師河原一丁目,439
35.576587,139.515579,麻生区,早野,438
35.573884,139.523886,麻生区,早野,438
35.613244,139.456117,麻生区,黒川,437
35.611442,139.458333,麻生区,黒川,437
35.62918,139.520347,多摩区,菅仙谷四丁目,436
35.540966,139.747923,川崎区,殿町二丁目,436
35.600552,139.560504,宮前区,初山一丁目,433
35.54512,139.740407,川崎区,大師河原一丁目,433
35.615496,139.4539,麻生区,黒川,432
35.614145,139.458333,麻生区,黒川,432
35.578352,139.513867,麻生区,王禅寺東六丁目,432
35.60964,139.459995,麻生区,黒川,432
35.610992,139.461658,麻生区,黒川,432
35.577938,139.515026,麻生区,早野,432
35.610091,139.461104,麻生区,黒川,432
35.613694,139.459441,麻生区,黒川,432
35.612793,139.462212,麻生区,黒川,431
35.613244,139.462212,麻生区,黒川,431
35.58207,139.516372,麻生区,王禅寺東五丁目,430
35.601982,139.555447,宮前区,菅生一丁目,430
35.542621,139.750257,川崎区,殿町三丁目,430
35.53926,139.697623,幸区,戸手四丁目,429
35.53971,139.698177,幸区,戸手四丁目,429
35.53971,139.697623,幸区,戸手四丁目,429
35.540161,139.698177,幸区,戸手四丁目,429
35.540611,139.697623,幸区,戸手四丁目,429
35.611802,139.615852,高津区,久地二丁目,429
35.540611,139.698177,幸区,戸手四丁目,429
35.541062,139.698177,幸区,戸手四丁目,429
35.53971,139.698731,幸区,戸手四丁目,429
35.612793,139.456671,麻生区,黒川,428
35.601002,139.561612,宮前区,初山一丁目,428
35.613694,139.4539,麻生区,黒川,428
35.611892,139.457779,麻生区,黒川,428
35.613244,139.460549,麻生区,黒川,428
35.621289,139.503652,麻生区,細山,427
35.580761,139.476179,麻生区,岡上,427
35.580761,139.476733,麻生区,岡上,427
35.56995,139.471195,麻生区,岡上,427
35.583914,139.488917,麻生区,岡上,427
35.576136,139.515579,麻生区,早野,426
35.574334,139.513918,麻生区,早野,426
35.608763,139.536247,多摩区,栗谷二丁目,425
35.609288,139.537194,多摩区,栗谷四丁目,425
35.609213,139.535139,多摩区,栗谷二丁目,425
35.610114,139.535139,多摩区,栗谷二丁目,425
35.609213,139.535693,多摩区,栗谷二丁目,425
35.609213,139.536247,多摩区,栗谷二丁目,425
35.609664,139.534585,多摩区,栗谷二丁目,425
35.609664,139.535139,多摩区,栗谷二丁目,425
35.610503,139.537137,多摩区,栗谷三丁目,425
35.609664,139.535693,多摩区,栗谷二丁目,425
35.610114,139.534585,多摩区,栗谷二丁目,425
35.610114,139.536247,多摩区,栗谷二丁目,425
35.610114,139.535693,多摩区,栗谷二丁目,425
35.609664,139.536247,多摩区,栗谷二丁目,425
35.610189,139.537194,多摩区,栗谷四丁目,425
35.615046,139.458333,麻生区,黒川,425
35.608574,139.53704,多摩区,南生田八丁目,425
35.609025,139.537594,多摩区,南生田八丁目,425
35.609738,139.537194,多摩区,栗谷四丁目,425
35.609475,139.537594,多摩区,南生田八丁目,425
35.631079,139.520882,多摩区,菅仙谷一丁目,424
35.588721,139.660162,中原区,上丸子天神町,424
35.627926,139.520882,多摩区,菅仙谷一丁目,424
35.613244,139.455563,麻生区,黒川,423
35.610992,139.458333,麻生区,黒川,423
35.544215,139.697623,幸区,戸手四丁目,423
35.60964,139.460549,麻生区,黒川,423
35.611442,139.461658,麻生区,黒川,423
35.543522,139.749703,川崎区,殿町三丁目,423
35.613694,139.460549,麻生区,黒川,423
35.612793,139.461104,麻生区,黒川,423
35.612343,139.457225,麻生区,黒川,423
35.610541,139.461658,麻生区,黒川,423
35.577488,139.515579,麻生区,早野,421
35.577037,139.515579,麻生区,早野,421
35.604901,139.55902,多摩区,枡形七丁目,420
35.604156,139.556626,宮前区,初山一丁目,420
35.610091,139.458887,麻生区,黒川,419
35.614595,139.453346,麻生区,黒川,419
35.611892,139.461658,麻生区,黒川,419
35.613694,139.459995,麻生区,黒川,419
35.614595,139.458333,麻生区,黒川,419
35.614145,139.460549,麻生区,黒川,418
35.542417,139.739854,川崎区,大師河原一丁目,417
35.541966,139.740961,川崎区,大師河原一丁目,417
35.585427,139.668406,中原区,上丸子八幡町,416
35.606441,139.631392,高津区,諏訪二丁目,415
35.540966,139.748476,川崎区,殿町二丁目,415
35.613244,139.455009,麻生区,黒川,414
35.614145,139.458887,麻生区,黒川,414
35.612343,139.461658,麻生区,黒川,414
35.550611,139.69955,幸区,小向,414
35.550161,139.700104,幸区,小向,414
35.614145,139.453346,麻生区,黒川,414
35.54971,139.700657,幸区,小向,414
35.580761,139.475625,麻生区,岡上,413
35.583914,139.486148,麻生区,岡上,413
35.616216,139.522568,麻生区,高石三丁目,412
35.544119,139.74903,川崎区,殿町二丁目,411
35.573884,139.51281,麻生区,早野,411
35.610541,139.458333,麻生区,黒川,410
35.60964,139.459441,麻生区,黒川,410
35.612793,139.456117,麻生区,黒川,410
35.604451,139.557358,多摩区,枡形七丁目,410
35.607674,139.53704,多摩区,南生田八丁目,410
35.62219,139.506422,麻生区,細山,409
35.582665,139.51775,麻生区,王禅寺,409
35.582971,139.515818,麻生区,王禅寺東五丁目,409
35.58252,139.51748,麻生区,王禅寺東五丁目,409
35.582971,139.516372,麻生区,王禅寺東五丁目,409
35.58252,139.515818,麻生区,王禅寺東五丁目,409
35.584195,139.51613,麻生区,王禅寺東三丁目,409
35.58252,139.516926,麻生区,王禅寺東五丁目,409
35.584195,139.516683,麻生区,王禅寺東三丁目,409
35.62153,139.581417,多摩区,宿河原四丁目,409
