町丁コード,区,町丁名,経度,緯度,総人口,リスク加重人口,最寄りAED距離_km,500m以内AED数
14134407002,高津区,北見方二丁目,139.630496,35.600727,5781,22864.37,0.22491331457166833,3
14134407003,高津区,北見方三丁目,139.63496,35.600196,1296,6262.68,0.2479716826481897,3
14134408001,高津区,下野毛一丁目,139.637834,35.599017,1299,8303.5,0.06423083190957495,5
14134408002,高津区,下野毛二丁目,139.635938,35.595606,958,4611.32,0.21413419293782227,10
14134408003,高津区,下野毛三丁目,139.639933,35.595467,1577,8522.68,0.04718603364069268,9
14134410001,高津区,坂戸一丁目,139.620785,35.597954,2627,9389.97,0.21792744793647484,11
14134410002,高津区,坂戸二丁目,139.626017,35.596166,2803,9039.619999999999,0.04497206192614941,3
14134410003,高津区,坂戸三丁目,139.622963,35.593969,4048,23400.96,0.26200704137218733,7
14134411001,高津区,久本一丁目,139.610993,35.597134,2160,8766.74,0.10334003951612068,22
14134411002,高津区,久本二丁目,139.614557,35.594263,3277,12533.3,0.2077893797291612,9
14134411003,高津区,久本三丁目,139.617059,35.596708,7603,40754.95,0.04029272730790262,20
14134412101,高津区,下作延一丁目,139.607565,35.601903,1104,5319.42,0.1821689799716513,14
14134412102,高津区,下作延二丁目,139.606292,35.597741,5766,27444.2,0.0871618304401462,10
14134412103,高津区,下作延三丁目,139.59934,35.593306,4286,19969.12,0.32336561305344436,3
14134412104,高津区,下作延四丁目,139.602703,35.599041,3515,12791.14,0.21726006226992686,11
14134412105,高津区,下作延五丁目,139.598119,35.603766,2846,15002.9,0.1767732052534667,7
14134412106,高津区,下作延六丁目,139.59913,35.606948,2988,17907.06,0.09868525149576464,4
14134412107,高津区,下作延七丁目,139.604213,35.604056,2224,10553.6,0.2006277845602433,7
14134412203,高津区,下作延,139.594165,35.604676,0,0.0,0.2844681959792101,1
14134413000,高津区,上作延,139.593209,35.599377,11316,64779.74,0.14711602168994464,5
14134414000,高津区,向ケ丘,139.593927,35.593894,2509,11615.94,0.2002804006959448,6
14134415001,高津区,梶ケ谷一丁目,139.599548,35.590102,660,2524.48,0.1893903879557944,9
14134415002,高津区,梶ケ谷二丁目,139.602134,35.58944,3143,12193.460000000001,0.16204558882597261,8
14134415003,高津区,梶ケ谷三丁目,139.606091,35.587879,2521,11664.04,0.2190121011043395,8
14134415004,高津区,梶ケ谷四丁目,139.603018,35.586586,1468,8678.210000000001,0.1122922089293036,7
14134415005,高津区,梶ケ谷五丁目,139.605835,35.583724,1526,7314.1,0.06912066792527233,6
14134415006,高津区,梶ケ谷六丁目,139.609845,35.583025,1543,9133.82,0.20657193054098646,5
14134416001,高津区,末長一丁目,139.606727,35.592846,8436,36636.200000000004,0.06967710768095067,7
14134416002,高津区,末長二丁目,139.612855,35.590184,4003,17836.97,0.1907221482883144,3
14134416003,高津区,末長三丁目,139.619692,35.590395,5000,21345.24,0.035391704838981915,8
14134416004,高津区,末長四丁目,139.625161,35.590926,5111,18421.18,0.2729070989584358,6
14134417001,高津区,新作一丁目,139.610572,35.586141,1185,6237.17,0.14710227691961145,5
14134417002,高津区,新作二丁目,139.614479,35.583226,1797,9463.92,0.4084038594740548,1
14134417003,高津区,新作三丁目,139.616536,35.5862,2578,16682.74,0.26441822460369113,5
14134417004,高津区,新作四丁目,139.620303,35.586867,2738,14592.26,0.09129410537174895,5
14134417005,高津区,新作五丁目,139.62476,35.587593,3959,16607.52,0.2527616489945392,6
14134417006,高津区,新作六丁目,139.625097,35.585655,4351,17424.54,0.32541031157377504,6
14134418000,高津区,千年新町,139.628321,35.582103,2972,19368.08,0.040938191948104025,5
14134419100,高津区,北野川,139.620285,35.57883,395,2469.4300000000003,0.28733078895400394,3
14134419201,高津区,東野川一丁目,139.618304,35.571906,2223,16676.77,0.11261342978689765,4
14134419202,高津区,東野川二丁目,139.613718,35.567949,1975,10872.960000000001,0.395400761879964,4
14134420001,高津区,千年,139.62163,35.584312,13663,68275.06,0.1492935108009304,5
14134421001,高津区,子母口,139.629863,35.57202,9974,54608.33,0.18980872885655875,11
14134422000,高津区,明津,139.637189,35.567946,3399,16155.25,0.18634331604032328,11
14134423000,高津区,蟹ケ谷,139.631649,35.565063,8612,47305.95,0.3231941742963561,8
14134424001,高津区,久末,139.624873,35.56945,15134,106311.23,0.11293744064009745,6
14135601000,多摩区,登戸,139.567729,35.625174,24959,95613.26,0.2979395061857747,5
14135602001,多摩区,生田一丁目,139.543048,35.625111,2756,11608.12,0.14072666953848736,5
14135602002,多摩区,生田二丁目,139.549075,35.623253,1683,8105.41,0.026267586045429753,3
14135602003,多摩区,生田三丁目,139.547256,35.621968,2607,13134.84,0.20013794307435717,5
14135602004,多摩区,生田四丁目,139.544521,35.619898,908,6300.360000000001,0.17205410070032537,6
14135602005,多摩区,生田五丁目,139.540274,35.620707,1275,7533.44,0.24290580999737466,6
14135602006,多摩区,生田六丁目,139.537431,35.61711,2668,15741.119999999999,0.2095716480460962,7
14135602007,多摩区,生田七丁目,139.542216,35.61615,1230,5608.21,0.02961951029260674,7
14135602008,多摩区,生田八丁目,139.547376,35.616945,2345,11175.26,0.2046683300161799,6
14135603001,多摩区,菅馬場一丁目,139.542614,35.629814,3405,13780.65,0.3540308785813207,2
14135603002,多摩区,菅馬場二丁目,139.538041,35.626169,2571,11289.99,0.15550764437246892,4
14135603003,多摩区,菅馬場三丁目,139.533572,35.62319,1673,10131.18,0.04306291679257551,8
14135603004,多摩区,菅馬場四丁目,139.529052,35.620245,83,108.42,0.2847345702325674,5
14135604001,多摩区,菅仙谷一丁目,139.52361,35.629874,1169,6487.81,0.5488631048518915,0
14135604002,多摩区,菅仙谷二丁目,139.5268,35.628868,1920,10679.67,0.3671058863378057,3
14135604003,多摩区,菅仙谷三丁目,139.525238,35.62423,2521,16512.190000000002,0.21280175142887517,3
14135604004,多摩区,菅仙谷四丁目,139.519624,35.625546,16,524.47,0.3174254020197615,1
14135605001,多摩区,菅北浦一丁目,139.538114,35.630687,1321,6049.26,0.2310702058321482,4
14135605002,多摩区,菅北浦二丁目,139.535432,35.629443,2769,12697.37,0.3046589612964133,8
14135605003,多摩区,菅北浦三丁目,139.53163,35.630814,1746,9199.92,0.037356853547614,8
14135605004,多摩区,菅北浦四丁目,139.529688,35.626371,2065,14588.220000000001,0.16526105735455063,5
14135605005,多摩区,菅北浦五丁目,139.533336,35.62708,887,4484.97,0.2571998498985028,10
14135606001,多摩区,菅一丁目,139.537836,35.632196,1772,7844.73,0.0615488894158858,7
14135606002,多摩区,菅二丁目,139.531116,35.632846,2394,9351.789999999999,0.044909463671035404,7
14135606003,多摩区,菅三丁目,139.526429,35.635446,2189,9019.5,0.36329950124209015,3
14135606004,多摩区,菅四丁目,139.529022,35.635726,2253,8104.87,0.3260894071604816,3
14135606005,多摩区,菅五丁目,139.530732,35.637075,2948,12267.18,0.37549478827437843,4
14135606006,多摩区,菅六丁目,139.525501,35.639184,2552,15302.45,0.15183043098032767,2
14135607000,多摩区,菅城下,139.524457,35.634442,2891,13734.869999999999,0.29774422994535044,2
14135608000,多摩区,菅野戸呂,139.53051,35.640025,1942,8849.47,0.6106286335794668,0
14135609001,多摩区,菅稲田堤一丁目,139.535746,35.635033,2402,8729.88,0.08298176104425677,9
14135609002,多摩区,菅稲田堤二丁目,139.539584,35.636958,1679,5884.33,0.24503935245527028,4
14135609003,多摩区,菅稲田堤三丁目,139.541704,35.633866,1965,10762.62,0.3184805109476386,3
14135610000,多摩区,布田,139.546893,35.633846,2914,15960.56,0.11783125230576644,3
14135612000,多摩区,中野島,139.560104,35.626533,94,386.61,0.18440801816790536,8
14135612001,多摩区,中野島一丁目,139.546997,35.628708,2195,10358.5,0.09878090876113539,6
14135612002,多摩区,中野島二丁目,139.54948,35.625881,1819,6726.76,0.22412318504407291,4
14135612003,多摩区,中野島三丁目,139.55287,35.627986,4140,17087.34,0.16827575826757352,7
14135612004,多摩区,中野島四丁目,139.558384,35.62909,3827,17345.71,0.1209611088009437,5
14135612005,多摩区,中野島五丁目,139.558942,35.631782,4793,32398.010000000002,0.1967273345350316,6
14135612006,多摩区,中野島六丁目,139.552151,35.631906,5078,33463.15,0.047440396013567004,6
14135613000,多摩区,和泉,139.564336,35.629213,0,0.0,0.30172898971278256,4
14135614000,多摩区,登戸新町,139.565517,35.623895,5170,18624.84,0.1847579717718955,8
14135615001,多摩区,宿河原一丁目,139.575478,35.619985,4099,19890.12,0.06884223305834533,4
14135615002,多摩区,宿河原二丁目,139.572632,35.614225,6817,24548.72,0.22053496953269217,7
14135615003,多摩区,宿河原三丁目,139.579255,35.613719,3010,12623.43,0.07585002851384884,9
14135615004,多摩区,宿河原四丁目,139.580667,35.617963,3440,18591.15,0.1556788193390165,3
14135615005,多摩区,宿河原五丁目,139.584553,35.617458,2446,12913.0,0.3442434065853869,3
14135615006,多摩区,宿河原六丁目,139.587516,35.611377,5571,27133.95,0.15401777207763193,4
14135615007,多摩区,宿河原七丁目,139.588444,35.616661,2344,12632.5,0.551989448439219,0
14135616001,多摩区,堰一丁目,139.594548,35.615821,3777,20781.22,0.5179736715240396,0
14135616002,多摩区,堰二丁目,139.595131,35.613147,2383,9359.87,0.26209186635732723,3
14135616003,多摩区,堰三丁目,139.594904,35.611922,2077,8958.01,0.15492535465991403,3
14135617001,多摩区,長尾一丁目,139.573771,35.611424,1573,6111.32,0.08918350321687965,7
14135617002,多摩区,長尾二丁目,139.571465,35.60855,1041,4512.38,0.23443567708470683,5
14135617003,多摩区,長尾三丁目,139.577792,35.608751,425,2778.64,0.12586097109087202,5
14135617004,多摩区,長尾四丁目,139.578669,35.610854,1571,7576.31,0.1425085076359026,7
14135617005,多摩区,長尾五丁目,139.583159,35.610768,1925,8526.19,0.17512389111230497,4
14135617006,多摩区,長尾六丁目,139.58,35.607472,1076,8082.4400000000005,0.2684777405396797,3
14135617007,多摩区,長尾七丁目,139.584193,35.607186,2153,11126.01,0.3049198684367109,1
14135618001,多摩区,東生田一丁目,139.565509,35.613721,2733,11004.880000000001,0.36331175007340083,5
14135618002,多摩区,東生田二丁目,139.565362,35.610071,1059,6325.29,0.25932911752426824,4
14135618003,多摩区,東生田三丁目,139.566352,35.606489,688,3708.16,0.2981622403730619,4
14135618004,多摩区,東生田四丁目,139.564786,35.604851,1205,6233.58,0.34351271573986947,3
14135619001,多摩区,枡形一丁目,139.550918,35.619995,1626,7624.43,0.1693240864687757,5
14135619002,多摩区,枡形二丁目,139.555466,35.618847,2099,8686.16,0.08590069223117631,5
14135619003,多摩区,枡形三丁目,139.558939,35.616424,1570,7822.42,0.11808132347365995,13
14135619004,多摩区,枡形四丁目,139.553073,35.616957,681,2636.92,0.2301434031054985,6
14135619005,多摩区,枡形五丁目,139.553084,35.613772,1950,8537.56,0.23504207577843772,2
14135619006,多摩区,枡形六丁目,139.559463,35.612597,3536,10922.25,0.2085166462791769,6
14135619007,多摩区,枡形七丁目,139.557735,35.606817,0,0.0,0.1415383101520577,4
14135620001,多摩区,三田一丁目,139.542591,35.612976,3139,15634.97,0.2353320725083598,10
14135620002,多摩区,三田二丁目,139.546338,35.613349,1318,5013.15,0.011604552243394585,7
14135620003,多摩区,三田三丁目,139.545863,35.609762,1135,8080.99,0.04665023496491984,5
14135620004,多摩区,三田四丁目,139.542326,35.608523,2536,15794.73,0.3586894459757797,4
14135620005,多摩区,三田五丁目,139.54665,35.606361,272,1766.68,0.19944208129728108,4
14135621001,多摩区,東三田一丁目,139.549218,35.61243,434,2882.44,0.19541946688538187,7
14135621002,多摩区,東三田二丁目,139.55372,35.60995,694,4900.43,0.3120447550265555,3
14135621003,多摩区,東三田三丁目,139.55024,35.608237,3118,11978.33,0.33390625064228496,3
14135622001,多摩区,寺尾台一丁目,139.534154,35.618862,1789,11203.04,0.4532152945147504,3
14135622002,多摩区,寺尾台二丁目,139.53721,35.621303,1217,9132.44,0.39508821963119584,4
14135623001,多摩区,西生田一丁目,139.527264,35.616011,1109,5057.66,0.31511582815413314,3
14135623002,多摩区,西生田二丁目,139.53427,35.615347,1383,6279.56,0.28168316790607745,4
14135623003,多摩区,西生田三丁目,139.529091,35.612239,2903,12452.74,0.04272425998802949,3
14135623004,多摩区,西生田四丁目,139.525213,35.612255,2658,14815.52,0.20334506314687223,3
14135623005,多摩区,西生田五丁目,139.525651,35.607233,1955,11142.72,0.5972207947497291,0
14135624001,多摩区,栗谷一丁目,139.533363,35.612576,1119,4707.42,0.19583447530250941,3
14135624002,多摩区,栗谷二丁目,139.534344,35.609032,1273,7293.73,0.2847996157584279,4
14135624003,多摩区,栗谷三丁目,139.536588,35.612889,1829,10938.61,0.09836519206472492,5
14135624004,多摩区,栗谷四丁目,139.538684,35.611369,871,3902.44,0.18435178073585592,4
14135625001,多摩区,南生田一丁目,139.530034,35.608656,2118,13439.87,0.3875807787242698,3
14135625002,多摩区,南生田二丁目,139.529904,35.604327,2993,14980.66,0.34492685378673543,2
14135625003,多摩区,南生田三丁目,139.533988,35.604884,540,2863.86,0.08612918301107318,3
14135625004,多摩区,南生田四丁目,139.533988,35.600781,1917,11845.95,0.1760046414834317,3
14135625005,多摩区,南生田五丁目,139.53886,35.602557,1123,7470.2,0.2459449359580142,3
14135625006,多摩区,南生田六丁目,139.538647,35.60445,1644,11000.48,0.3534305795166061,4
14135625007,多摩区,南生田七丁目,139.540059,35.607911,1448,8170.83,0.40432338306146925,2
14135625008,多摩区,南生田八丁目,139.537353,35.607424,0,0.0,0.3244449238380046,2
14135626001,多摩区,長沢一丁目,139.544302,35.603545,1715,9487.05,0.234911993825863,3
14135626002,多摩区,長沢二丁目,139.546161,35.601135,1127,5441.12,0.19341923436394273,3
14135626003,多摩区,長沢三丁目,139.541842,35.599916,1054,5066.41,0.23963691064205878,4
14135626004,多摩区,長沢四丁目,139.535839,35.598428,2187,13031.48,0.13570628554149766,5
14136501001,宮前区,宮前平一丁目,139.58703,35.584647,3348,14579.99,0.3901685432023205,7
14136501002,宮前区,宮前平二丁目,139.581817,35.587983,4865,18858.96,0.2133844419549267,10
14136501003,宮前区,宮前平三丁目,139.586337,35.587545,5624,18824.88,0.16568746805285672,7
14136502001,宮前区,小台一丁目,139.577241,35.581437,3333,13885.89,0.21530151617307794,5
14136502002,宮前区,小台二丁目,139.581863,35.582194,4762,17451.03,0.16998297527236308,6
14136503001,宮前区,土橋一丁目,139.577417,35.586959,3169,15520.52,0.2223298584827596,8
14136503002,宮前区,土橋二丁目,139.575294,35.584936,3573,13917.03,0.19390545266563924,5
14136503003,宮前区,土橋三丁目,139.572535,35.582687,2025,12569.15,0.1345233918317061,5
14136503004,宮前区,土橋四丁目,139.57005,35.586329,3999,16366.19,0.24085679644526134,3
14136503005,宮前区,土橋五丁目,139.568038,35.590274,1114,4255.98,0.1409493410093887,4
14136503006,宮前区,土橋六丁目,139.571174,35.589123,1888,8853.98,0.29085206788815177,3
14136503007,宮前区,土橋七丁目,139.575499,35.590388,1816,10579.61,0.31930027686149764,4
14136504000,宮前区,けやき平,139.575394,35.593207,3040,28232.05,0.38951942143526275,2
14136505001,宮前区,神木一丁目,139.579718,35.593045,600,5552.29,0.2489595259953158,6
14136505002,宮前区,神木二丁目,139.583791,35.594983,1614,8492.75,0.34728701460733075,3
14136506000,宮前区,宮崎,139.597276,35.588042,5452,24858.12,0.11919647789375559,8
14136506001,宮前区,宮崎一丁目,139.593301,35.58479,3801,20573.89,0.06862160233998489,8
14136506002,宮前区,宮崎二丁目,139.592051,35.587766,4785,21797.71,0.041883605619091185,10
14136506003,宮前区,宮崎三丁目,139.591096,35.591346,4187,17698.61,0.18008394113306053,10
14136506004,宮前区,宮崎四丁目,139.586878,35.593896,1200,4824.36,0.27448458617293703,5
14136506005,宮前区,宮崎五丁目,139.586701,35.59129,2057,10649.76,0.22222787153652915,7
14136506006,宮前区,宮崎六丁目,139.581316,35.591325,2518,14243.08,0.08270481983579026,9
14136508001,宮前区,馬絹一丁目,139.587093,35.581474,4205,14979.47,0.20779839053139698,9
14136508002,宮前区,馬絹二丁目,139.592012,35.580984,1482,6861.21,0.2026362274111816,4
14136508003,宮前区,馬絹三丁目,139.593697,35.579359,1987,10242.18,0.2778649644317636,3
14136508004,宮前区,馬絹四丁目,139.598887,35.579939,4687,23364.100000000002,0.2123920446780674,3
14136508005,宮前区,馬絹五丁目,139.599879,35.583024,1977,7698.26,0.1852950275909476,1
14136508006,宮前区,馬絹六丁目,139.597362,35.584238,2416,7944.36,0.28698377206559167,4
14136509000,宮前区,梶ケ谷,139.605491,35.58076,2699,13626.08,0.24782752034861705,3
14136510003,宮前区,野川,139.603988,35.575305,12607,84490.99,0.13296920377983895,6
14136510101,宮前区,野川本町一丁目,139.613496,35.57938,2723,16847.46,0.2671892267144821,1
14136510102,宮前区,野川本町二丁目,139.614007,35.575419,2405,13165.51,0.375357094857256,3
14136510103,宮前区,野川本町三丁目,139.617989,35.576091,1290,9678.54,0.35392284513990135,1
14136510201,宮前区,西野川一丁目,139.602757,35.577339,3798,28068.86,0.3472691718762188,7
14136510202,宮前区,西野川二丁目,139.608181,35.574318,2629,13092.58,0.1313232022334061,7
14136510203,宮前区,西野川三丁目,139.606646,35.571265,3220,15894.99,0.28659300040475794,8
14136511001,宮前区,東有馬一丁目,139.589287,35.576097,2203,11031.87,0.39927664447333727,3
14136511002,宮前区,東有馬二丁目,139.593627,35.575379,3442,15638.970000000001,0.20946998377766976,3
14136511003,宮前区,東有馬三丁目,139.590844,35.572314,2034,13370.48,0.25145027640656226,3
14136511004,宮前区,東有馬四丁目,139.588495,35.569653,2256,18094.3,0.17520541559443764,2
14136511005,宮前区,東有馬五丁目,139.595087,35.569117,2996,27628.84,0.2532246929202092,2
14136512001,宮前区,有馬一丁目,139.578748,35.578211,4199,19571.7,0.3863088792523005,5
14136512002,宮前区,有馬二丁目,139.584392,35.578726,1898,9551.460000000001,0.12545746231372293,8
14136512003,宮前区,有馬三丁目,139.585647,35.575377,1904,9244.45,0.2562318551517561,4
14136512004,宮前区,有馬四丁目,139.580273,35.575635,2685,14380.88,0.27492031313525805,3
14136512005,宮前区,有馬五丁目,139.581169,35.573196,1858,8362.74,0.20028282304476772,5
14136512006,宮前区,有馬六丁目,139.58299,35.57036,2802,15032.28,0.22443755918767275,2
14136512007,宮前区,有馬七丁目,139.577467,35.570669,2573,10384.66,0.031148675110919326,4
14136512008,宮前区,有馬八丁目,139.574514,35.573518,2981,13579.01,0.30637248132506567,3
14136512009,宮前区,有馬九丁目,139.570688,35.572502,1939,8214.99,0.5138349928521574,0
14136513001,宮前区,鷺沼一丁目,139.572969,35.576853,4385,21582.37,0.19590501286084402,3
14136513002,宮前区,鷺沼二丁目,139.56841,35.57541,2007,9917.83,0.1582251115084114,1
14136513003,宮前区,鷺沼三丁目,139.568966,35.579067,2678,13686.33,0.25156350328912996,3
14136513004,宮前区,鷺沼四丁目,139.568216,35.582204,3480,14995.74,0.452464271322466,2
14136514001,宮前区,犬蔵一丁目,139.562101,35.589936,3228,19092.49,0.029095464097922897,5
14136514002,宮前区,犬蔵二丁目,139.562968,35.584578,9301,40440.22,0.36457382086719403,2
14136514003,宮前区,犬蔵三丁目,139.556744,35.588421,4222,20911.47,0.24127775813712407,2
14136515001,宮前区,水沢一丁目,139.549365,35.590536,40,212.41000000000003,0.08422880230192588,3
14136515002,宮前区,水沢二丁目,139.541734,35.592044,985,3404.11,0.3847387236122828,1
14136515003,宮前区,水沢三丁目,139.543238,35.594178,1264,5618.42,0.14855739457814635,3
14136516000,宮前区,潮見台,139.532684,35.594279,1742,9394.09,0.2614026708900766,2
14136517000,宮前区,菅生ケ丘,139.542799,35.597221,2823,20714.92,0.18395506130778458,5
14136518001,宮前区,菅生一丁目,139.555314,35.599878,1953,9336.55,0.10816301648985993,3
14136518002,宮前区,菅生二丁目,139.551137,35.599965,2672,12063.67,0.21215968018317471,3
14136518003,宮前区,菅生三丁目,139.548392,35.595544,2865,24954.05,0.21011044795304984,5
14136518004,宮前区,菅生四丁目,139.552155,35.593324,1391,10061.9,0.27679456954022275,7
14136518005,宮前区,菅生五丁目,139.557065,35.593958,1854,13486.31,0.1444783193692326,7
14136518006,宮前区,菅生六丁目,139.561237,35.592673,1933,15731.470000000001,0.34066107132707524,5
14136519001,宮前区,初山一丁目,139.560474,35.601239,2158,13280.130000000001,0.4858090930882557,2
14136519002,宮前区,初山二丁目,139.564204,35.596175,2815,19440.38,0.2818795235572726,4
14136520001,宮前区,白幡台一丁目,139.568833,35.597266,1027,8830.87,0.09757204460078944,4
14136520002,宮前区,白幡台二丁目,139.566531,35.595915,764,6805.37,0.11140278222491654,5
14136521000,宮前区,南平台,139.569969,35.593894,4247,34639.28,0.1600211341476511,5
14136522001,宮前区,平一丁目,139.577368,35.600926,3016,16151.86,0.12010209901478137,6
14136522002,宮前区,平二丁目,139.572398,35.601486,3244,30790.11,0.2281678224117131,6
14136522003,宮前区,平三丁目,139.56882,35.603034,1536,10371.7,0.055999421890907966,2
14136522004,宮前区,平四丁目,139.570682,35.598307,1415,7275.1,0.251851313551463,4
14136522005,宮前区,平五丁目,139.576123,35.597624,1465,8130.75,0.22466624927341633,7
14136522006,宮前区,平六丁目,139.578294,35.59608,1387,8558.37,0.17577318263392028,5
14136523001,宮前区,五所塚一丁目,139.575269,35.60594,578,5264.6,0.45273360612512775,4
14136523002,宮前区,五所塚二丁目,139.574012,35.604376,848,6625.96,0.28847257480161165,3
14136524001,宮前区,神木本町一丁目,139.579538,35.603974,1669,10582.17,0.24709477648341413,3
14136524002,宮前区,神木本町二丁目,139.58553,35.603158,2053,14421.58,0.19123071523827712,3
14136524003,宮前区,神木本町三丁目,139.58556,35.59979,1131,5558.4400000000005,0.1940679256602688,5
14136524004,宮前区,神木本町四丁目,139.583771,35.597605,2160,12801.42,0.2456452518358952,4
14136524005,宮前区,神木本町五丁目,139.581104,35.598831,1821,11822.43,0.04638693880215341,5
14137702001,麻生区,万福寺一丁目,139.506027,35.604217,1104,6133.39,0.0425294291952793,18
14137702002,麻生区,万福寺二丁目,139.511326,35.60551,980,4338.32,0.27997607901551785,8
14137702003,麻生区,万福寺三丁目,139.508703,35.606702,2467,9652.61,0.12241749120097216,12
14137702004,麻生区,万福寺四丁目,139.508421,35.608484,2679,11629.25,0.15197165160236553,5
14137702005,麻生区,万福寺五丁目,139.503195,35.607549,991,4039.37,0.2403786469987605,9
14137702006,麻生区,万福寺六丁目,139.504318,35.605965,1363,4747.77,0.12985655978532654,13
14137703001,麻生区,金程一丁目,139.501405,35.608608,1646,11607.43,0.33189088625892293,7
14137703002,麻生区,金程二丁目,139.499736,35.61052,776,4232.63,0.07649306064099422,3
14137703003,麻生区,金程三丁目,139.497963,35.613155,723,5373.88,0.135630084841015,3
14137703004,麻生区,金程四丁目,139.50186,35.613747,968,6813.72,0.23274313034315292,5
14137704001,麻生区,向原一丁目,139.500074,35.616126,778,5191.6,0.275664080789213,3
14137704002,麻生区,向原二丁目,139.496816,35.616133,1602,8395.05,0.3480701139991785,1
14137704003,麻生区,向原三丁目,139.50087,35.619407,1066,6440.860000000001,0.346275115596047,1
14137706000,麻生区,細山,139.505717,35.621625,71,406.33,0.5408704496050769,0
14137706001,麻生区,細山一丁目,139.519614,35.618764,739,4858.28,0.2048190609093478,2
14137706002,麻生区,細山二丁目,139.517174,35.616286,817,3898.13,0.19531032708026028,2
14137706003,麻生区,細山三丁目,139.513418,35.616666,898,6598.27,0.29956095568098634,1
14137706004,麻生区,細山四丁目,139.513522,35.619998,1484,7422.61,0.5781911696070309,0
14137706005,麻生区,細山五丁目,139.51671,35.619081,1554,7959.22,0.3304075230961641,2
14137706006,麻生区,細山六丁目,139.517817,35.621776,549,2168.21,0.5525444468128575,0
14137706007,麻生区,細山七丁目,139.513776,35.623324,808,4007.48,0.858649335446568,0
14137706008,麻生区,細山八丁目,139.510258,35.621007,1031,5138.22,0.6209480951354706,0
14137707001,麻生区,千代ケ丘一丁目,139.508559,35.610226,1044,6098.79,0.20648540273541358,4
14137707002,麻生区,千代ケ丘二丁目,139.511728,35.613539,1016,5224.42,0.23833975976760274,3
14137707003,麻生区,千代ケ丘三丁目,139.508172,35.612674,1069,6296.85,0.18789293324632791,3
14137707004,麻生区,千代ケ丘四丁目,139.50507,35.61173,1496,9948.47,0.27801170179141654,4
14137707005,麻生区,千代ケ丘五丁目,139.506971,35.614516,792,4057.99,0.0657521958993908,3
14137707006,麻生区,千代ケ丘六丁目,139.510258,35.61616,917,6098.83,0.08402276177639402,2
14137707007,麻生区,千代ケ丘七丁目,139.50553,35.616295,1315,9563.58,0.20770784589563385,3
14137707008,麻生区,千代ケ丘八丁目,139.505278,35.618559,1030,6124.14,0.22907882915885902,1
14137707009,麻生区,千代ケ丘九丁目,139.508867,35.619177,689,4999.3,0.4417846564721287,1
14137708001,麻生区,多摩美一丁目,139.523513,35.617909,1486,10819.39,0.399790359687273,2
14137708002,麻生区,多摩美二丁目,139.521752,35.620138,967,7344.900000000001,0.4208010204939724,1
14137709001,麻生区,高石一丁目,139.514983,35.610319,2425,12157.949999999999,0.06960424647382545,4
14137709002,麻生区,高石二丁目,139.514684,35.613189,2623,15691.949999999999,0.3332737772591165,2
14137709003,麻生区,高石三丁目,139.52022,35.613814,3371,17659.03,0.24255166508632856,3
14137709004,麻生区,高石四丁目,139.52174,35.609865,4005,27998.510000000002,0.25082709853592805,1
14137709005,麻生区,高石五丁目,139.521927,35.605239,1874,12621.02,0.4328785046914526,1
14137709006,麻生区,高石六丁目,139.522668,35.602201,1838,9461.41,0.44812380961957615,2
14137710001,麻生区,百合丘一丁目,139.517427,35.607261,3362,18593.68,0.1341731168974273,5
14137710002,麻生区,百合丘二丁目,139.514499,35.604705,2944,18577.33,0.17858239549246221,8
14137710003,麻生区,百合丘三丁目,139.51886,35.60217,3281,16526.91,0.28941812794863914,4
14137711001,麻生区,東百合丘一丁目,139.527697,35.601587,2590,17503.77,0.4478244191486007,1
14137711002,麻生区,東百合丘二丁目,139.52728,35.598566,1626,12485.9,0.13270519928005278,3
14137711003,麻生区,東百合丘三丁目,139.52659,35.595334,1611,11224.09,0.26457502223439416,7
14137711004,麻生区,東百合丘四丁目,139.522598,35.597857,2155,16437.53,0.1437313215554473,4
14137712101,麻生区,王禅寺西一丁目,139.514397,35.599475,2270,13716.970000000001,0.12343096637060207,4
14137712102,麻生区,王禅寺西二丁目,139.518028,35.598541,1109,10392.81,0.20818129586116654,2
14137712103,麻生区,王禅寺西三丁目,139.515053,35.595654,1961,15508.66,0.46991291421147535,1
14137712104,麻生区,王禅寺西四丁目,139.511614,35.594099,705,4264.42,0.41969262461206125,4
14137712105,麻生区,王禅寺西五丁目,139.507486,35.592554,1099,7086.22,0.26399983106998487,6
14137712106,麻生区,王禅寺西六丁目,139.504363,35.590934,1348,10209.07,0.20285136688537986,3
14137712107,麻生区,王禅寺西七丁目,139.505091,35.586889,1665,11379.03,0.3916591188113096,3
14137712108,麻生区,王禅寺西八丁目,139.503587,35.584427,1168,7163.95,0.39775777412991226,3
14137712201,麻生区,王禅寺東一丁目,139.520939,35.593979,1150,10473.47,0.1925751673133936,5
14137712202,麻生区,王禅寺東二丁目,139.51802,35.591536,2149,19435.9,0.338351164939914,1
14137712203,麻生区,王禅寺東三丁目,139.517766,35.586978,2482,22738.43,0.2700511277906107,4
14137712204,麻生区,王禅寺東四丁目,139.512171,35.587183,1159,10590.57,0.14891102013307023,7
14137712205,麻生区,王禅寺東五丁目,139.51348,35.582129,2437,19022.88,0.09955751565763085,4
14137712206,麻生区,王禅寺東六丁目,139.511811,35.578215,1293,6990.66,0.14368236925499198,3
14137712302,麻生区,王禅寺,139.522489,35.584089,846,4720.16,0.26983077607347045,2
