町丁コード,区,町丁名,経度,緯度,総人口,リスク加重人口,最寄りAED距離_km,500m以内AED数
14131023002,川崎区,塩浜二丁目,139.738406,35.52318,670,3456.42,0.04152588992057083,6
14131023003,川崎区,塩浜三丁目,139.741117,35.521646,445,2516.98,0.2019519717713815,6
14131023004,川崎区,塩浜四丁目,139.746477,35.529171,72,240.49,0.2837109281007079,4
14131024001,川崎区,夜光一丁目,139.751951,35.528102,77,624.43,0.364691421491217,2
14131024002,川崎区,夜光二丁目,139.747666,35.522538,0,0.0,0.3663208232619652,4
14131024003,川崎区,夜光三丁目,139.74114,35.51764,0,0.0,0.1866778662854942,3
14131025000,川崎区,浮島町,139.777377,35.52168,1,1.6,0.9084866727561194,0
14131026000,川崎区,千鳥町,139.75682,35.516789,12,19.14,0.23776827793573316,2
14131027000,川崎区,水江町,139.740029,35.508848,0,0.0,0.4958420862669315,1
14131028000,川崎区,東扇島,139.756993,35.497113,6,23.46,0.5978587674159952,0
14131051001,川崎区,桜本一丁目,139.722867,35.519253,2756,15433.27,0.03516786084403088,7
14131051002,川崎区,桜本二丁目,139.725539,35.521702,3649,23451.59,0.21481316494121844,8
14131052001,川崎区,浜町一丁目,139.717549,35.516755,1979,11926.34,0.017683934643484635,8
14131052002,川崎区,浜町二丁目,139.717802,35.513978,2432,13438.85,0.04677926077290555,9
14131052003,川崎区,浜町三丁目,139.719757,35.517457,1465,7875.19,0.10918968481184374,11
14131052004,川崎区,浜町四丁目,139.721964,35.516017,953,4724.7,0.19682817585149368,8
14131053000,川崎区,追分町,139.714665,35.519319,2527,13916.05,0.17404082699010667,9
14131054001,川崎区,鋼管通一丁目,139.712786,35.517836,2053,12725.43,0.07555054124155239,14
14131054002,川崎区,鋼管通二丁目,139.715309,35.516347,1387,8374.77,0.21320510391807834,14
14131054003,川崎区,鋼管通三丁目,139.713706,35.514017,1243,7640.3,0.10866706349659917,15
14131054004,川崎区,鋼管通四丁目,139.712371,35.511721,933,4518.47,0.04232292580562625,14
14131054005,川崎区,鋼管通五丁目,139.714125,35.510741,43,502.04,0.1957728374403412,7
14131055000,川崎区,田島町,139.710342,35.516538,2086,13683.45,0.0647414951399521,13
14131056001,川崎区,小田栄一丁目,139.70445,35.516094,1575,10070.61,0.12849453024804935,13
14131056002,川崎区,小田栄二丁目,139.708781,35.513671,5193,12966.66,0.12010262808007609,15
14131057001,川崎区,小田一丁目,139.698993,35.515907,2357,15103.76,0.13153002014179063,7
14131057002,川崎区,小田二丁目,139.699537,35.513514,2710,16513.36,0.12206434455392626,9
14131057003,川崎区,小田三丁目,139.703904,35.513619,2257,15186.210000000001,0.14267149909064097,12
14131057004,川崎区,小田四丁目,139.700389,35.510739,2772,16757.34,0.15803057918407393,12
14131057005,川崎区,小田五丁目,139.705948,35.511217,3132,17242.79,0.09650773615616057,8
14131057006,川崎区,小田六丁目,139.705668,35.509135,1527,9848.97,0.29118158978385683,7
14131057007,川崎区,小田七丁目,139.708588,35.509175,1342,4225.01,0.065738802348007,4
14131058001,川崎区,浅田一丁目,139.704824,35.507029,1502,8932.12,0.17415363263877187,5
14131058002,川崎区,浅田二丁目,139.702624,35.507214,2153,14184.61,0.03093392649406258,6
14131058003,川崎区,浅田三丁目,139.699955,35.507363,1923,13674.69,0.15675098194161788,7
14131058004,川崎区,浅田四丁目,139.700361,35.504524,1721,9586.19,0.15369272968276235,3
14131059000,川崎区,池上町,139.731499,35.517417,694,4506.71,0.17551416912530218,2
14131060000,川崎区,浅野町,139.725528,35.513214,2,12.219999999999999,0.2545843828443265,2
14131061000,川崎区,南渡田町,139.716417,35.508667,4,5.38,0.2703689327735844,2
14131062000,川崎区,田辺新田,139.707192,35.504775,4,36.08,0.45616346297119026,3
14131063000,川崎区,白石町,139.709411,35.500709,25,131.82999999999998,0.19552585695108252,1
14131064000,川崎区,大川町,139.712996,35.495061,1,5.6,0.05538254402428796,1
14131065000,川崎区,扇町,139.723869,35.502505,46,608.98,1.063778914312284,0
14131066000,川崎区,扇島,139.729087,35.48222,0,0.0,2.0901691244081007,0
14131067000,川崎区,水面,139.772604,35.491028,0,0.0,1.0388980260676897,0
14131101000,川崎区,駅前本町,139.69959,35.532053,443,2012.08,0.04030288400945711,32
14131102001,川崎区,砂子一丁目,139.701494,35.531708,596,2209.12,0.02991396124491333,32
14131102002,川崎区,砂子二丁目,139.700493,35.529232,1096,3827.92,0.07122386399062926,33
14131103001,川崎区,本町一丁目,139.703312,35.533309,1774,6467.74,0.10828329130148244,26
14131103002,川崎区,本町二丁目,139.705501,35.535232,3323,13756.98,0.15717609838650273,8
14131104000,川崎区,堀之内町,139.706027,35.533091,1278,4087.37,0.1733004316833386,27
14131105000,川崎区,宮本町,139.704135,35.531009,1218,4085.72,0.09479180883161255,35
14131106000,川崎区,東田町,139.702623,35.528482,1422,5337.01,0.10852195625698913,36
14131107000,川崎区,日進町,139.694421,35.526129,7307,38776.14,0.13292268371132573,17
14131108000,川崎区,小川町,139.697507,35.527433,2292,6815.1,0.12882597188923653,22
14131109000,川崎区,南町,139.698971,35.525758,3518,12108.44,0.0428771192552588,14
14131110000,川崎区,堤根,139.689753,35.525401,261,1597.8400000000001,0.21885248710106023,10
14131111000,川崎区,下並木,139.689986,35.523355,3033,13348.84,0.11545198857416525,12
14131112001,川崎区,池田一丁目,139.691249,35.521433,2107,10008.81,0.09751817421607903,12
14131112002,川崎区,池田二丁目,139.69235,35.520331,1209,6224.92,0.10006675113081201,9
14131113001,川崎区,京町一丁目,139.693743,35.517839,3159,15331.18,0.013802701858814772,6
14131113002,川崎区,京町二丁目,139.695246,35.513607,3614,23315.0,0.30436254739222884,5
14131113003,川崎区,京町三丁目,139.696892,35.508879,4067,24956.51,0.11318470673720608,6
14131114000,川崎区,渡田山王町,139.696583,35.518604,2262,12978.4,0.2636643958160476,7
14131115001,川崎区,元木一丁目,139.699286,35.523824,1160,4869.88,0.0960412524004276,8
14131115002,川崎区,元木二丁目,139.695988,35.522232,1118,5927.56,0.10181252138452479,13
14131116001,川崎区,渡田新町一丁目,139.700173,35.522141,855,5343.64,0.27956544348730467,9
14131116002,川崎区,渡田新町二丁目,139.699332,35.521099,1128,6019.74,0.24356992248034443,10
14131116003,川崎区,渡田新町三丁目,139.698839,35.519706,1715,11180.710000000001,0.24182981508107854,7
14131117000,川崎区,渡田向町,139.70317,35.52173,2226,12931.32,0.13947898896661703,8
14131118001,川崎区,渡田一丁目,139.707561,35.522843,2473,13351.460000000001,0.08732065798987272,8
14131118002,川崎区,渡田二丁目,139.706223,35.520872,1543,9620.02,0.18896897925180012,7
14131118003,川崎区,渡田三丁目,139.705155,35.518893,1020,6345.24,0.18733022843235356,9
14131118004,川崎区,渡田四丁目,139.703147,35.517921,1397,8164.82,0.2106141452171364,11
14131119000,川崎区,大島上町,139.710214,35.520765,2562,13951.81,0.2160777398528462,5
14131120000,川崎区,渡田東町,139.707857,35.518216,1408,9026.380000000001,0.11036366113395163,14
14131121001,川崎区,大島一丁目,139.71187,35.524222,2589,15067.08,0.2144785548732763,16
14131121002,川崎区,大島二丁目,139.714702,35.521453,1334,8188.18,0.1242757087869825,7
14131121003,川崎区,大島三丁目,139.718183,35.520703,2700,16929.75,0.08606183574413054,13
14131121004,川崎区,大島四丁目,139.714789,35.524337,2136,12097.66,0.052921771671534806,13
14131121005,川崎区,大島五丁目,139.718387,35.523711,2555,16912.56,0.11918617610139799,14
14131122000,川崎区,宮前町,139.705598,35.528219,1663,8057.35,0.06935986941220115,33
14131123000,川崎区,新川通,139.705161,35.526419,1194,6770.8,0.06343869008749621,27
14131124000,川崎区,境町,139.708623,35.52514,1963,9446.95,0.1939482888761927,18
14131125001,川崎区,貝塚一丁目,139.702194,35.525202,2144,10400.9,0.23783092400034034,10
14131125002,川崎区,貝塚二丁目,139.704153,35.524279,1994,8887.93,0.13189667994695192,9
14131126000,川崎区,榎町,139.706525,35.530708,1981,5868.3,0.09589278291436797,36
14131127001,川崎区,富士見一丁目,139.71087,35.531649,2017,6031.62,0.13158868656707798,18
14131127002,川崎区,富士見二丁目,139.710858,35.527809,693,3186.04,0.08476010122420605,23
14131128001,川崎区,中島一丁目,139.716497,35.53004,1066,5561.85,0.1841219925776683,10
14131128002,川崎区,中島二丁目,139.71645,35.52868,1492,8639.8,0.19963168564926723,13
14131128003,川崎区,中島三丁目,139.716258,35.526948,1656,8916.58,0.12781502036454806,16
14131129001,川崎区,旭町一丁目,139.71039,35.535094,1317,6828.2,0.2875436091499571,1
14131129002,川崎区,旭町二丁目,139.716572,35.531955,2080,12408.58,0.15713793988738248,7
14131130000,川崎区,港町,139.715941,35.535177,4828,12635.4,0.35575317391314537,2
14131131000,川崎区,鈴木町,139.722188,35.538057,0,0.0,0.3681841960235678,2
14132201001,幸区,戸手本町一丁目,139.687137,35.543219,1749,9767.73,0.0747275442464239,16
14132201002,幸区,戸手本町二丁目,139.686254,35.540008,4650,18199.09,0.1809152286201145,13
14132202000,幸区,紺屋町,139.689896,35.542462,1272,6934.530000000001,0.01831407893576596,20
14132203000,幸区,遠藤町,139.692383,35.542365,1428,6052.99,0.12003623475935615,12
14132204000,幸区,小向東芝町,139.690258,35.55017,0,0.0,0.24062122961345486,7
14132205001,幸区,小向西町一丁目,139.691403,35.548034,1278,6717.72,0.2389624917999817,8
14132205002,幸区,小向西町二丁目,139.690943,35.546625,625,3421.9100000000003,0.21334249878263792,17
14132205003,幸区,小向西町三丁目,139.687734,35.548039,1218,6264.81,0.08890960990483349,15
14132205004,幸区,小向西町四丁目,139.687619,35.546155,2155,8949.72,0.09434294975073437,21
14132206000,幸区,古市場,139.683953,35.550744,2373,15619.710000000001,0.06350945533027355,11
14132206001,幸区,古市場一丁目,139.687048,35.55467,3758,23180.69,0.09482421596687637,3
14132206002,幸区,古市場二丁目,139.6833,35.556646,4102,25777.83,0.203340065225816,4
14132207000,幸区,東古市場,139.692542,35.553799,2693,18196.73,0.14084193760766311,2
14132209000,幸区,小向仲野町,139.696662,35.550435,2554,14214.37,0.26633707155829317,3
14132210000,幸区,小向町,139.695213,35.547619,2356,15454.119999999999,0.21344896443042466,4
14132211000,幸区,小向,139.700353,35.551055,0,0.0,0.4260052646058203,1
14132212001,幸区,戸手一丁目,139.690886,35.545185,683,3701.36,0.14003359009313163,16
14132212002,幸区,戸手二丁目,139.692832,35.545331,1195,7364.72,0.1451496616117271,12
14132212003,幸区,戸手三丁目,139.695006,35.54539,1074,4950.27,0.1319555851819248,6
14132212004,幸区,戸手四丁目,139.696395,35.54258,4337,16548.29,0.15455671492017847,7
14132213000,幸区,河原町,139.69413,35.539899,6013,73974.03,0.16340508539036427,11
14132214001,幸区,中幸町一丁目,139.693138,35.537095,1619,8465.28,0.14459799302248155,10
14132214002,幸区,中幸町二丁目,139.69527,35.53717,1310,7726.22,0.16892977399862755,9
14132214003,幸区,中幸町三丁目,139.693718,35.533774,2700,10705.25,0.11467598746161427,16
14132214004,幸区,中幸町四丁目,139.692487,35.533755,1884,7055.74,0.05665509416997264,16
14132215001,幸区,幸町一丁目,139.697903,35.53498,775,3604.9,0.07403274275161939,10
14132215002,幸区,幸町二丁目,139.698903,35.537101,758,4276.6,0.22324308025563203,3
14132215003,幸区,幸町三丁目,139.697597,35.537789,1415,6507.29,0.25435327907252325,3
14132215004,幸区,幸町四丁目,139.696121,35.535562,745,4567.18,0.11616344907500806,10
14132216000,幸区,堀川町,139.698086,35.534119,1663,8069.61,0.1662524960991481,19
14132217000,幸区,柳町,139.68898,35.529211,2598,10155.25,0.2966128656862695,10
14132218000,幸区,大宮町,139.693322,35.530096,3758,15384.619999999999,0.10864439392604851,20
14132219001,幸区,南幸町一丁目,139.689842,35.535561,1698,8461.32,0.08682196521032857,11
14132219002,幸区,南幸町二丁目,139.690544,35.533212,4232,13413.26,0.1880293392305637,15
14132219003,幸区,南幸町三丁目,139.686495,35.533165,3604,17758.64,0.1317770895338439,5
14132220001,幸区,神明町一丁目,139.68873,35.539192,2390,9206.25,0.13069071712347582,11
14132220002,幸区,神明町二丁目,139.687685,35.537431,1579,7652.38,0.14185000640520962,6
14132221000,幸区,都町,139.689467,35.536957,743,2986.68,0.07139144265653928,8
14132222001,幸区,塚越一丁目,139.678547,35.546968,1971,7604.78,0.07635411526409468,8
14132222002,幸区,塚越二丁目,139.681384,35.54441,3136,15906.57,0.21811342509321613,13
14132222003,幸区,塚越三丁目,139.677735,35.541992,3013,12459.98,0.3780449925511555,2
14132222004,幸区,塚越四丁目,139.681628,35.541662,5988,28882.82,0.09254527821037364,5
14132223000,幸区,古川町,139.682816,35.546107,3378,14542.53,0.062404955204883976,17
14132224000,幸区,下平間,139.680331,35.550624,8253,43373.28,0.06625790153255898,11
14132225001,幸区,鹿島田一丁目,139.67337,35.551359,2914,9505.09,0.08176015510442816,8
14132225002,幸区,鹿島田二丁目,139.671764,35.5545,2390,14576.58,0.15268659293122788,4
14132225003,幸区,鹿島田三丁目,139.669605,35.558501,2592,11563.210000000001,0.3381416325484858,2
14132226001,幸区,小倉,139.673509,35.545849,3938,28473.22,0.06943570529619036,8
14132226101,幸区,小倉一丁目,139.670038,35.545277,2177,7245.4,0.1474224454755221,9
14132226102,幸区,小倉二丁目,139.667056,35.541864,2568,15667.55,0.1526956530970179,8
14132226103,幸区,小倉三丁目,139.670672,35.541275,3422,15102.24,0.08835036789578128,5
14132226104,幸区,小倉四丁目,139.670376,35.537528,3804,23493.82,0.18372123732283974,6
14132226105,幸区,小倉五丁目,139.665465,35.536885,2771,15697.05,0.06345863641187514,7
14132227001,幸区,南加瀬一丁目,139.665987,35.547205,2432,10089.19,0.056943239138589924,13
14132227002,幸区,南加瀬二丁目,139.66182,35.54793,3323,18570.25,0.06856126189492545,11
14132227003,幸区,南加瀬三丁目,139.663839,35.543324,4302,22207.15,0.14007867591887713,10
14132227004,幸区,南加瀬四丁目,139.658117,35.5451,5750,30510.19,0.26636431194190047,7
14132227005,幸区,南加瀬五丁目,139.659025,35.539572,4176,24324.61,0.27804479582651115,5
14132228001,幸区,北加瀬一丁目,139.667282,35.550218,4313,21913.53,0.22781208585668714,9
14132228002,幸区,北加瀬二丁目,139.661958,35.552534,3322,11883.87,0.1327822487007256,7
14132228003,幸区,北加瀬三丁目,139.661493,35.556028,3115,14597.93,0.2469573334508408,4
14132229000,幸区,矢上,139.658797,35.553913,996,4127.71,0.2443671115074478,4
14132230000,幸区,新塚越,139.676887,35.549466,3222,14283.07,0.07741301081118711,11
14132231000,幸区,東小倉,139.675738,35.544951,2597,12582.880000000001,0.2505555680523261,4
14132232000,幸区,新小倉,139.673883,35.541066,2811,2811.59,0.062304776623435636,2
14132233000,幸区,新川崎,139.670749,35.549474,3326,7118.04,0.2287352738046357,9
14133301001,中原区,小杉町一丁目,139.658604,35.579522,2757,10551.49,0.16710034190434558,22
14133301002,中原区,小杉町二丁目,139.656149,35.579408,5635,16199.14,0.11079325432440783,18
14133301003,中原区,小杉町三丁目,139.657245,35.57524,4058,13918.51,0.12913351822219268,21
14133302001,中原区,新丸子東一丁目,139.663177,35.580187,2103,7634.4400000000005,0.03845959101551533,13
14133302002,中原区,新丸子東二丁目,139.662362,35.57788,2396,8380.99,0.06385738539182033,24
14133302003,中原区,新丸子東三丁目,139.6614,35.574728,6229,21056.98,0.0823540657050911,15
14133303001,中原区,小杉御殿町一丁目,139.652594,35.583401,1763,7728.2300000000005,0.19150786835645056,13
14133303002,中原区,小杉御殿町二丁目,139.653263,35.580015,4400,18149.53,0.17197421192032988,14
14133304001,中原区,小杉陣屋町一丁目,139.658451,35.584962,3276,13539.18,0.15335564936525736,6
14133304002,中原区,小杉陣屋町二丁目,139.655773,35.585196,1992,10873.49,0.17183732034586321,9
14133305001,中原区,上小田中一丁目,139.631181,35.592883,5974,23761.39,0.17559348238907857,5
14133305002,中原区,上小田中二丁目,139.636366,35.588468,6305,25689.66,0.20893732050218705,9
14133305003,中原区,上小田中三丁目,139.633179,35.586827,6383,21166.56,0.17963049804769768,8
14133305004,中原区,上小田中四丁目,139.640399,35.583628,0,0.0,0.2758644850757345,8
14133305005,中原区,上小田中五丁目,139.636617,35.582862,2133,8577.51,0.2737753823802939,9
14133305006,中原区,上小田中六丁目,139.644044,35.582341,6095,27317.7,0.20691601503833768,7
14133305007,中原区,上小田中七丁目,139.648818,35.581303,2469,9273.2,0.04624812014064738,6
14133307001,中原区,宮内一丁目,139.643326,35.59435,2634,11148.45,0.29384196764593346,7
14133307002,中原区,宮内二丁目,139.638089,35.591001,2756,11992.35,0.1230831771307474,9
14133307003,中原区,宮内三丁目,139.644122,35.590701,4349,17563.09,0.125666644015707,6
14133307004,中原区,宮内四丁目,139.645416,35.58601,3958,18311.23,0.08787289882013821,11
14133308000,中原区,等々力,139.65113,35.588803,418,2693.56,0.24053160463604925,8
14133310000,中原区,上丸子天神町,139.662899,35.586998,2811,12503.27,0.31661899811359145,1
14133311001,中原区,丸子通一丁目,139.664516,35.582731,4165,15944.88,0.11888235153080104,9
14133311002,中原区,丸子通二丁目,139.661643,35.583318,2714,9255.11,0.15821126982391714,8
14133312000,中原区,新丸子町,139.660899,35.580193,3233,10310.19,0.14514258334485997,20
14133313000,中原区,上丸子八幡町,139.667367,35.582666,2413,11981.14,0.34134570348630805,5
14133314001,中原区,上丸子山王町一丁目,139.668063,35.578615,2324,10708.09,0.2672830261096375,6
14133314002,中原区,上丸子山王町二丁目,139.666854,35.576495,2037,9433.3,0.15312073787434347,8
14133315000,中原区,下沼部,139.668641,35.573143,4894,20207.260000000002,0.11483238674248497,8
14133316000,中原区,中丸子,139.669375,35.568353,16058,60979.55,0.15088995287045662,8
14133317000,中原区,市ノ坪,139.664025,35.56689,11701,50385.88,0.055866806632770924,10
14133318000,中原区,北谷町,139.671803,35.562743,2489,10856.21,0.08286763284022254,5
14133319000,中原区,田尻町,139.672007,35.559833,2146,10077.14,0.0890676912612696,5
14133320001,中原区,上平間,139.676806,35.56214,10918,58195.41,0.2177720013520854,6
14133321000,中原区,大倉町,139.666221,35.556149,0,0.0,0.1911881650121631,2
14133322100,中原区,苅宿,139.663531,35.56204,5454,25521.23,0.04974415455574416,9
14133323100,中原区,西加瀬,139.659944,35.55991,2274,9608.69,0.2011563971763132,8
14133324100,中原区,木月住吉町,139.65861,35.566405,4542,18537.05,0.26087334348562985,8
14133325000,中原区,今井仲町,139.651776,35.574822,4007,13038.28,0.13784352870617034,12
14133326000,中原区,今井南町,139.6549,35.572262,5201,20389.63,0.11721913063797844,10
14133327000,中原区,今井上町,139.650187,35.578409,3500,10011.11,0.16352769333994113,7
14133328000,中原区,今井西町,139.648412,35.575108,4500,15818.449999999999,0.1626199650843062,6
14133329100,中原区,木月大町,139.649914,35.571082,2922,10970.68,0.039751421202410805,9
14133330100,中原区,木月祗園町,139.650824,35.568177,2351,8166.55,0.18940349684001742,10
14133331100,中原区,木月伊勢町,139.654441,35.568991,1738,5597.92,0.11430169007171093,8
14133332101,中原区,木月一丁目,139.65275,35.56586,2747,11592.49,0.15861184676089793,9
14133332102,中原区,木月二丁目,139.655613,35.563502,3072,11998.29,0.07922875062212288,8
14133332103,中原区,木月三丁目,139.650173,35.562799,6256,28719.17,0.2634582703367109,6
14133332104,中原区,木月四丁目,139.654916,35.55888,7289,30909.69,0.15560327384809824,5
14133333001,中原区,井田一丁目,139.64358,35.562617,3415,17279.91,0.2508566686746796,4
14133333002,中原区,井田二丁目,139.642328,35.560423,2428,13958.26,0.173131278358227,2
14133333003,中原区,井田三丁目,139.636919,35.562943,3353,15214.51,0.052053130696107563,11
14133334000,中原区,井田中ノ町,139.644467,35.565312,6966,25271.88,0.19389382157442425,7
14133335000,中原区,井田杉山町,139.642855,35.569439,4360,16035.84,0.11733209275578217,7
14133336000,中原区,井田三舞町,139.646257,35.569269,3855,12832.5,0.11258915744054394,8
14133338001,中原区,下小田中一丁目,139.637971,35.579761,4401,15527.61,0.09658703159217032,11
14133338002,中原区,下小田中二丁目,139.643373,35.577398,5506,19952.14,0.17934845086023432,9
14133338003,中原区,下小田中三丁目,139.643038,35.573337,5452,17636.16,0.293468221614267,6
14133338004,中原区,下小田中四丁目,139.637938,35.576175,4354,15232.150000000001,0.17137635189643138,8
14133338005,中原区,下小田中五丁目,139.633928,35.574796,2817,7743.9800000000005,0.16236541836261667,7
14133338006,中原区,下小田中六丁目,139.638045,35.571931,4930,19531.88,0.21191850417014618,4
14133339000,中原区,新城中町,139.633718,35.5827,2021,8308.3,0.1656058463687234,10
14133340001,中原区,下新城一丁目,139.63325,35.579807,1790,6295.95,0.09810334592267138,7
14133340002,中原区,下新城二丁目,139.633194,35.577541,1951,6670.08,0.04963552227010305,8
14133340003,中原区,下新城三丁目,139.630532,35.579812,2522,8471.05,0.2043961328729692,7
14133341001,中原区,上新城一丁目,139.629148,35.59009,1499,5672.21,0.23194809654430332,6
14133341002,中原区,上新城二丁目,139.630419,35.587577,1446,5714.31,0.03527596234649322,8
14133342000,中原区,新城,139.627738,35.587611,171,1151.12,0.0035423820923122153,5
14133342001,中原区,新城一丁目,139.63153,35.585078,1112,5834.49,0.06501559359637775,7
14133342002,中原区,新城二丁目,139.631646,35.582811,1137,4950.39,0.15414973141960203,7
14133342003,中原区,新城三丁目,139.630169,35.585294,724,3497.82,0.07047431777693228,7
14133342004,中原区,新城四丁目,139.630129,35.582794,485,2831.4900000000002,0.16424599225431036,6
14133342005,中原区,新城五丁目,139.628958,35.586113,859,4260.6900000000005,0.10687157799236623,6
14133343000,中原区,上丸子,139.664374,35.575166,0,0.0,0.179844443680514,16
14134401101,高津区,溝口一丁目,139.613708,35.599839,1460,5696.89,0.011349935852389042,30
14134401102,高津区,溝口二丁目,139.610269,35.602229,3255,13285.16,0.1397009817338233,26
14134401103,高津区,溝口三丁目,139.612827,35.603529,3860,14692.33,0.007881587266721255,22
14134401104,高津区,溝口四丁目,139.615659,35.604628,1760,7779.63,0.08179282327722902,18
14134401105,高津区,溝口五丁目,139.614705,35.606887,3385,15317.36,0.09682261210436346,10
14134401106,高津区,溝口六丁目,139.613045,35.608835,3158,11078.26,0.15702327457587636,9
14134402101,高津区,久地一丁目,139.60657,35.606915,3129,14023.2,0.15591078542514908,7
14134402102,高津区,久地二丁目,139.61271,35.61232,2544,12738.0,0.18572189930511063,3
14134402103,高津区,久地三丁目,139.604233,35.60995,4251,13149.23,0.043652405701456676,8
14134402104,高津区,久地四丁目,139.595626,35.610172,3385,14320.85,0.23484515947781498,3
14134402200,高津区,久地,139.603626,35.611999,606,1823.53,0.22625128661615176,9
14134403000,高津区,宇奈根,139.603106,35.614904,1604,7047.76,0.1533809440995589,6
14134404101,高津区,二子一丁目,139.620089,35.609156,4827,17281.75,0.29168137108816244,4
14134404102,高津区,二子二丁目,139.620223,35.605985,2478,10296.97,0.053431588038052674,6
14134404103,高津区,二子三丁目,139.622153,35.602937,2984,11864.16,0.046272749284926154,8
14134404104,高津区,二子四丁目,139.619277,35.603182,1883,8062.0,0.18556271640432803,11
14134404105,高津区,二子五丁目,139.617919,35.601424,1678,7205.17,0.09131024769795378,19
14134404106,高津区,二子六丁目,139.621973,35.599916,1538,6091.45,0.14491558934346496,9
14134405100,高津区,瀬田,139.625319,35.608053,919,4276.11,0.10064644018022721,3
14134406101,高津区,諏訪一丁目,139.624191,35.605328,1966,9251.14,0.07044343975547271,5
14134406102,高津区,諏訪二丁目,139.62946,35.605066,1953,9803.68,0.2926421989551088,3
14134406103,高津区,諏訪三丁目,139.625501,35.602445,2887,10856.9,0.06345194457514146,7
14134407001,高津区,北見方一丁目,139.62758,35.598407,2743,11029.03,0.32232618217400855,6
