西暦,町丁コード,都道府県,市区町村,行政区,町丁名,X_CODE,Y_CODE,性別,年齢5歳階級,将来推計人口
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,0～4歳,57
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,5～9歳,62
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,10～14歳,48
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,15～19歳,33
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,20～24歳,35
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,25～29歳,50
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,30～34歳,76
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,35～39歳,86
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,40～44歳,227
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,45～49歳,101
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,50～54歳,47
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,55～59歳,39
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,60～64歳,47
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,65～69歳,71
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,70～74歳,138
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,75～79歳,144
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,80～84歳,97
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,85～89歳,55
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,90～94歳,27
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,95～99歳,10
2060,14131002002,神奈川県,川崎市,川崎区,大師駅前二丁目,139.723248,35.534103,女,100歳以上,2
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,0～4歳,23
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,5～9歳,21
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,10～14歳,21
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,15～19歳,26
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,20～24歳,50
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,25～29歳,78
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,30～34歳,71
