町丁コード,区,町丁名,緯度,経度,総人口,高齢化率,後期高齢化率,高齢者人口,最寄りAED距離_km,最寄りAED名,500m以内AED数,1km以内AED数,高齢化率_norm,距離_norm,人口_norm,リスクスコア
20001,幸区,遠藤町,35.5423134,139.6923886,1393,16.009,9.332,223,0.12561924064713686,御幸小学校,12,36,16.009,10.525132283688441,5.298013245033113,10.60215688698531
20002,幸区,大宮町,35.5299976,139.6934161,3879,16.628,7.94,645,0.11861252618698796,川崎駅西口周辺自転車等駐車場第2施設,20,66,16.628,9.935946730720493,14.759838623734488,13.390730279408544
20003,幸区,河原町,35.5398668,139.6941208,6026,51.145,39.678,3082,0.16533107976335906,幸区河原町1(仮設園舎),11,41,51.14500000000001,13.864449451833515,22.931415087158406,27.76870430688093
20005,幸区,小向町,35.5475607,139.6952767,2365,27.822,17.125,658,0.22211884452649072,セブン‐イレブン　川崎小向東店,4,25,27.821999999999996,18.639659113091565,8.997488010961407,18.501710048525048
20007,幸区,小向仲野町,35.5504143,139.696698,2559,23.681,13.873,606,0.2691774794873794,川崎総合科学高校,3,12,23.681,22.59675883779746,9.735860546547919,19.06376169908336
20008,幸区,小向西町１丁目,35.5480299,139.6914254,1218,23.727,13.465,289,0.23742775644980785,セブン‐イレブン　川崎小向東店,8,35,23.727,19.926965708526243,4.631955545406105,16.47847294703233
20009,幸区,小向西町２丁目,35.5465901,139.6909795,626,23.482,13.259,147,0.21560475415587413,西御幸小学校,16,36,23.482,18.09189768240621,2.3787774986678847,14.99499232256285
20010,幸区,小向西町３丁目,35.5480035,139.6877854,1172,20.222,11.689,237,0.08820694494944868,セブン‐イレブン　川崎小向店,15,39,20.222,7.3791807462292764,4.456877521504148,10.355335554942956
20011,幸区,小向西町４丁目,35.546137,139.6876597,2113,16.753,9.891,354,0.09064589317869039,西御幸小学校,21,41,16.753,7.584268747071747,8.038364923498516,10.471116975878253
20012,幸区,紺屋町,35.5423811,139.6899633,1319,21.077,12.055,278,0.027466163640969744,御幸老人いこいの家,20,36,21.077,2.2715670384800295,5.016365989190835,8.736636612149262
20013,幸区,幸町１丁目,35.5349861,139.6981122,834,18.225,8.993,152,0.08644653978842821,セブン‐イレブン　川崎幸町１丁目店,10,60,18.225,7.231150554026835,3.1704346502245566,9.3110906166781
20014,幸区,幸町２丁目,35.5368344,139.6995268,747,22.758,14.458,170,0.21472753797629454,産業振興会館,3,53,22.758,18.018133708895142,2.839308822409987,14.886446130281053
20015,幸区,幸町３丁目,35.5376966,139.6975226,1400,18.0,9.143,252,0.24371280017412444,セブン‐イレブン　川崎幸町１丁目店,3,50,18.0,20.455466903087625,5.324655553018193,15.179583427140509
20016,幸区,幸町４丁目,35.535547,139.6961397,765,23.399,14.641,179,0.11439678010719312,セブン‐イレブン　川崎幸町１丁目店,10,60,23.399,9.581450097623275,2.907817614371622,11.724625323360797
20017,幸区,下平間,35.55061,139.6803594,7975,21.329,12.777,1701,0.06588559648250863,フロール川崎下平間,11,41,21.329,5.502207435231121,30.34939483900434,17.70440142579375
20018,幸区,神明町１丁目,35.5395395,139.6893824,2313,14.829,7.739,343,0.1784262364267701,セブン‐イレブン　川崎神明町店,12,38,14.829,14.965604231840036,8.799573723072239,13.074813809657686
20019,幸区,神明町２丁目,35.5378426,139.6888577,1785,17.703,10.364,316,0.061757838582371744,南河原こども文化センター,9,44,17.703,5.155109614313456,6.789982492197611,9.409938593384664
20020,幸区,塚越１丁目,35.546502,139.678527,1935,15.452,8.372,299,0.1278312840773166,塚越中学校,8,43,15.451999999999998,10.711140153569849,7.360889091877902,11.128322788991309
20021,幸区,塚越２丁目,35.5450059,139.6806193,3137,20.402,11.603,640,0.16670520860897248,古川小学校,7,38,20.402,13.979998168476202,11.935753977315978,15.293325460585274
20022,幸区,塚越３丁目,35.5421551,139.6777808,2976,16.23,9.207,483,0.38079550016463587,セブン‐イレブン　川崎塚越４丁目店,2,31,16.23,31.982573774020747,11.32298089365913,21.05892377770604
20023,幸区,塚越４丁目,35.5416493,139.6816503,6277,19.914,10.929,1250,0.0910886372093472,セブン‐イレブン　川崎塚越４丁目店,5,34,19.914,7.621498519743295,23.886732130623432,16.188819047084348
20024,幸区,戸手１丁目,35.5453774,139.690783,742,23.181,13.881,172,0.13474631380684826,セブン‐イレブン　川崎戸手１丁目店,17,38,23.181,11.292616056171044,2.820278602420644,12.31743000319461
20025,幸区,戸手２丁目,35.5453084,139.6928605,1130,25.841,16.106,292,0.14294306654813185,幸休日急患診療所,12,34,25.841,11.981870388409394,4.297023673593666,13.834155257441859
20026,幸区,戸手３丁目,35.545561,139.6951178,1031,19.69,11.445,203,0.15341979933402075,御幸中学校,6,29,19.69,12.86284529253303,3.9202253178046735,12.228205712354615
20027,幸区,戸手４丁目,35.5420328,139.6962207,4201,14.925,8.379,627,0.1525645170496465,セブン‐イレブン　川崎戸手町店,8,28,14.924999999999999,12.79092571188952,15.985384791048185,14.389485722070262
20028,幸区,戸手本町１丁目,35.543192,139.6871772,1664,23.257,13.822,387,0.07874436125325193,さいわい健康福祉プラザ,16,38,23.257,6.583484326850614,6.329451168455508,11.509329081276897
20029,幸区,戸手本町２丁目,35.5397717,139.6863062,4433,15.994,8.301,709,0.1572734201579932,川崎鶴見臨港バス株式会社神明町営業所,11,38,15.994,13.186891281421916,16.868386998553703,15.133472612134877
20030,幸区,中幸町１丁目,35.5370471,139.6932204,1615,20.557,11.517,332,0.14583114715446308,幸町小学校,10,47,20.557,12.22472534970906,6.142955012559946,12.899876643651607
20031,幸区,中幸町２丁目,35.5371216,139.6953502,1341,22.595,13.199,303,0.1778919078563015,幸町小学校,9,46,22.595,14.920673233716924,5.100098957143945,14.276798980629954
20032,幸区,中幸町３丁目,35.5335733,139.6939679,2709,15.393,7.567,417,0.12682377574774092,南河原中学校,15,62,15.393,10.626420081750592,10.30676714622821,11.960498176568699
20033,幸区,中幸町４丁目,35.5337445,139.69252,1865,13.673,6.81,255,0.05493938771749551,南河原中学校,16,53,13.672999999999998,4.58175490347777,7.094466012027099,8.062941764999238
20034,幸区,東古市場,35.5523919,139.6906676,2670,30.262,19.888,808,0.2205632475710356,御幸球場,4,23,30.262,18.50885097789383,10.158331430311335,19.52963982025093
20035,幸区,古市場,35.5552195,139.6889405,2307,28.262,16.428,652,0.23589542625470294,古市場小学校,3,14,28.261999999999997,19.798114045101503,8.776737459085027,19.030866855766106
20036,幸区,古市場１丁目,35.5536705,139.6858605,3699,27.737,17.032,1026,0.16373264327453496,セブン‐イレブン　古市場店,3,31,27.737000000000002,13.730038995704843,14.074750704118138,18.03554080951738
20037,幸区,古市場２丁目,35.5548718,139.6823618,4152,27.192,17.413,1129,0.18292623506307204,セブン‐イレブン　古市場店,8,29,27.192,15.344003294619627,15.798888635152622,19.034867908393636
20038,幸区,古川町,35.5460836,139.682872,3286,17.346,10.164,570,0.06352049347114129,ラシク鹿島田,17,38,17.346,5.303328983211396,12.5028545329984,11.075987953184079
20039,幸区,堀川町,35.5340092,139.6978937,1648,22.269,9.83,367,0.17236491066747797,セブン‐イレブン　川崎幸町１丁目店,21,66,22.269,14.455915191488945,6.268554464489609,14.34363241594246
20040,幸区,南幸町１丁目,35.5355172,139.689899,1647,19.794,11.415,326,0.07996624688981667,南河原老人いこいの家,11,42,19.794,6.686231109031844,6.264748420491741,10.49211696976026
20041,幸区,南幸町２丁目,35.5331836,139.6906074,4325,11.145,5.965,482,0.18240919006700718,南河原中学校,13,45,11.145,15.300525649904916,16.45733424678389,14.400910533997134
20042,幸区,南幸町３丁目,35.5331237,139.6865313,3525,18.638,10.667,657,0.13462530556172145,南部市場,5,30,18.638,11.282440629410866,13.412499048489002,14.128125966311046
20043,幸区,都町,35.5369305,139.6895075,711,15.752,10.267,112,0.07441007204077466,南河原こども文化センター,9,42,15.751999999999999,6.219019555109058,2.702291238486717,8.023895193589638
20044,幸区,柳町,35.5291914,139.6889876,2561,15.267,9.215,391,0.2980163971110665,セブン‐イレブン　川崎柳町東店,10,41,15.267,25.021786106105477,9.743472634543656,17.511856232805286
20045,幸区,新塚越,35.5494042,139.676964,3033,20.541,8.638,623,0.08568190171093794,チャイルドタイム鹿島田エンゼルホーム,12,34,20.541,7.166853127455681,11.53992540153764,12.491018871443565
21001,幸区,小倉,35.5401291,139.6684552,3873,38.575,19.081,1494,0.25894245314660924,セブン‐イレブン　川崎小倉３丁目店,10,23,38.575,21.736108715899952,14.737002359747278,24.688044194284164
21004,幸区,北加瀬１丁目,35.5501895,139.6673948,4184,21.128,12.62,884,0.23529367124080922,夢見ヶ崎動物公園,9,31,21.128,19.747513244593833,15.920682043084419,19.01360991076286
21005,幸区,北加瀬２丁目,35.5524839,139.6619874,3253,13.557,7.562,441,0.12661392988566833,にじいろ保育園北加瀬,7,22,13.557,10.608774414728412,12.377255081068737,12.023786290211985
21006,幸区,北加瀬３丁目,35.555986,139.6615649,3099,19.587,11.488,607,0.24236934027605242,日吉中学校,4,21,19.587,20.342497098561154,11.79112430539697,17.550436131043554
21007,幸区,南加瀬１丁目,35.547891,139.6661673,2971,14.305,7.742,425,0.1027119692219551,一般社団法人そよ風の手紙,12,30,14.305000000000001,8.5988894692573,11.303950673669789,11.122240989803856
21008,幸区,南加瀬２丁目,35.5478865,139.6618808,3270,23.639,15.046,773,0.062374451800948055,夢見ヶ崎小学校,11,25,23.639,5.206959822027859,12.441957829032503,12.907071277520894
21009,幸区,南加瀬３丁目,35.5432863,139.663888,3977,23.963,13.301,953,0.14615984645336658,南加瀬中学校,10,30,23.963,12.25236524844992,15.132830935525615,16.629695380037653
21010,幸区,南加瀬４丁目,35.5422131,139.6573319,5584,23.729,13.27,1325,0.13667031418004266,加瀬水処理センター,4,17,23.729,11.45440275808939,21.249143640100478,18.0752041952659
21011,幸区,南加瀬５丁目,35.5422131,139.6573319,4168,25.12,14.012,1047,0.13667031418004266,加瀬水処理センター,4,17,25.120000000000005,11.45440275808939,15.85978533911852,16.875696704971315
21012,幸区,矢上,35.5538713,139.6588268,984,19.817,12.703,195,0.24149289254971584,日吉中学校,4,19,19.817,20.268797743288992,3.741341249904849,15.175021472287051
21013,幸区,新川崎,35.5514608,139.6718368,3157,6.589,2.249,208,0.08681654946617613,新川崎駅周辺自転車等駐車場第6施設,7,35,6.589,7.262264189073233,12.01187485727335,8.485168132811298
21014,幸区,新小倉,35.540872,139.673985,5513,1.759,0.435,97,0.06216320140387656,新小倉小学校,2,21,1.759,5.1891960494749485,20.97891451625181,8.897052774665521
21015,幸区,東小倉,35.5442281,139.6757544,2655,20.49,12.279,544,0.31038893762483916,かわさき新産業創造センター,5,33,20.49,26.062177029081745,10.101240770343304,19.60224304273569
21016,幸区,小倉１丁目,35.5451522,139.6701695,2130,12.958,6.338,276,0.15064671007754077,セブン‐イレブン　川崎夢見ヶ崎店,9,32,12.958,12.629659805055079,8.10306767146228,11.370184223460717
21017,幸区,小倉２丁目,35.5414262,139.6671433,2690,25.613,15.167,689,0.15198902068037776,小倉小学校,8,26,25.612999999999996,12.742532966832309,10.234452310268708,15.851248879813534
21018,幸区,小倉３丁目,35.541435,139.670755,3175,19.528,10.583,620,0.09965316875989724,セブン‐イレブン　川崎小倉３丁目店,5,24,19.528,8.341678896183957,12.080383649234985,12.819186653244078
21019,幸区,小倉４丁目,35.5376544,139.670901,4063,25.818,14.841,1049,0.213631580061777,川崎市立看護大学,6,13,25.818,17.925976025923017,15.460150719342316,19.553835626171903
21020,幸区,小倉５丁目,35.537085,139.665565,2693,23.951,14.779,645,0.06820844286885532,イエローハット川崎さいわい店,8,16,23.951,5.697532582328693,10.245870442262312,12.53807416561017
21021,幸区,鹿島田１丁目,35.5509805,139.67326,2896,13.432,6.285,389,0.06021563490773642,新川崎駅周辺自転車等駐車場第6施設,7,32,13.431999999999999,5.025427702770295,11.018497373829641,9.34532029325701
21022,幸区,鹿島田２丁目,35.554704,139.671642,2380,25.084,15.42,597,0.17784152074822845,セブン‐イレブン　川崎鹿島田２丁目店,3,32,25.084,14.916436246994927,9.054578670929436,16.2081481000768
21023,幸区,鹿島田３丁目,35.5591694,139.6693591,2473,17.711,9.867,438,0.31096264985946215,セブン‐イレブン　川崎田尻町店,3,25,17.711,26.11041974856509,9.408540762731217,18.5800301282454
30005,中原区,市ノ坪,35.567422,139.664481,12165,16.424,9.807,1998,0.01835820240892299,セブン‐イレブン　川崎中原市ノ坪店,10,38,16.424,1.505690363265829,46.29671919007384,19.418491902328483
30012,中原区,上新城１丁目,35.590571,139.628885,1667,14.157,7.558,236,0.18045058562185148,セブン‐イレブン　川崎上小田中１丁目店,5,25,14.157,15.135829136349543,6.340869300449113,12.203692444674552
30013,中原区,上新城２丁目,35.58722,139.630813,1497,16.633,7.949,249,0.08511815283968723,セブン‐イレブン　武蔵新城北口店,8,23,16.633,7.119448214306723,5.693841820811449,9.545831831966122
30014,中原区,上平間,35.559946,139.677571,10700,22.159,13.056,2371,0.17366401336860032,平間中学校,8,19,22.159,14.565155056717682,40.720864733196315,24.690021442645964
30016,中原区,上丸子山王町１丁目,35.578982,139.668365,2273,18.522,10.691,421,0.30305496423767186,セブン‐イレブン　川崎山王町１丁目店,5,31,18.522,25.44547269638106,8.647331963157495,18.328988667499672
30017,中原区,上丸子山王町２丁目,35.576142,139.666579,2079,18.134,11.448,377,0.12071223581559645,教育会館,10,40,18.134,10.112508596576452,7.9089594275709825,11.857891266901875
30018,中原区,上丸子天神町,35.586928,139.66357,2623,17.461,10.56,458,0.37123494798073486,中原中学校,1,18,17.461,31.178639311272434,9.979447362411511,20.703589933232426
30019,中原区,上丸子八幡町,35.582599,139.667963,2551,19.992,10.898,510,0.3921119125105101,セブン‐イレブン　新丸子店,5,16,19.992,32.93415624588239,9.70541219456497,22.08288615672245
30021,中原区,北谷町,35.562575,139.671567,2329,20.18,8.974,470,0.07061353938793977,セブン‐イレブン　川崎北谷町店,6,27,20.18,5.899774036664759,8.860470427038136,11.072050742777343
30028,中原区,小杉御殿町１丁目,35.583962,139.652437,2046,15.347,8.7,314,0.18107794316475703,等々力テニスコート,13,34,15.347,15.188582820394714,7.783359975641319,13.01454112085028
30029,中原区,小杉御殿町２丁目,35.579423,139.653391,4473,15.918,8.674,712,0.23880816389570728,中部身体障害者福祉会館,14,53,15.918,20.0430423845431,17.020628758468447,17.898805581357774
30030,中原区,小杉陣屋町１丁目,35.585031,139.658407,3319,15.065,8.225,500,0.15096354731427608,中原中学校,6,33,15.065000000000001,12.656302238336536,12.628453984928065,13.370557090813035
30031,中原区,小杉陣屋町２丁目,35.585132,139.65604,1951,21.22,12.558,414,0.1654350394981175,セブン‐イレブン　川崎小杉陣屋町２丁目店,8,34,21.22,13.873191291415878,7.4217857958438,14.14181225531949
30032,中原区,小杉町１丁目,35.579357,139.658607,2647,15.3,8.425,405,0.17603401017158576,小杉小学校,23,49,15.299999999999999,14.764445021342498,10.070792418360357,13.517015734045106
30033,中原区,小杉町２丁目,35.579455,139.656175,5849,11.113,4.804,650,0.10529132466430405,小杉小学校,17,50,11.113,8.815784130977104,22.257745299535664,13.537537242251542
30034,中原区,小杉町３丁目,35.574686,139.657252,5566,10.852,5.066,604,0.1636006075295743,セブン‐イレブン　川崎中原区役所前店,20,53,10.852,13.71893628075212,21.180634848138844,15.097364966742502
30036,中原区,下小田中１丁目,35.579784,139.637806,4137,13.053,6.937,540,0.08448956765451608,セブン‐イレブン　川崎下小田中１丁目店,11,31,13.053,7.066591299411885,15.741797975184593,11.465075912320133
30037,中原区,下小田中２丁目,35.577623,139.643486,5056,15.328,8.07,775,0.153696180474488,西中原中学校,9,29,15.328,12.886085825025436,19.23955240922585,15.524700052777929
30038,中原区,下小田中３丁目,35.573154,139.643202,5271,12.958,6.697,683,0.30737839447673954,下小田中小学校,6,31,12.958,25.80902435109903,20.057851868767603,20.228365301069893
30039,中原区,下小田中４丁目,35.576185,139.637997,4020,14.925,7.065,600,0.1675221231370133,下小田中保育園,8,31,14.924999999999999,14.048691454133666,15.296490827433965,14.685923829883654
30040,中原区,下小田中５丁目,35.574075,139.63411,2875,10.643,5.6,306,0.12716120330206596,ハートランド川崎,8,30,10.643,10.65479392819636,10.938570449874401,10.736388706240865
30041,中原区,下小田中６丁目,35.57122,139.637288,4884,17.056,8.62,833,0.22682663096947023,東日本三菱自動車販売株式会社　元住吉店,7,38,17.056,19.035530783678087,18.58491284159245,18.30648616594897
30042,中原区,下新城１丁目,35.5800564,139.6334844,1781,15.328,7.412,273,0.0673243566030011,新城こども文化センター,7,32,15.328,5.623190912151995,6.774758316206135,8.880103859722638
30043,中原区,下新城２丁目,35.577461,139.632675,1965,14.046,7.888,276,0.08893454464048912,セブン‐イレブン　川崎下新城２丁目店,11,34,14.046,7.440363662807821,7.475070411813961,9.432466588667317
30044,中原区,下新城３丁目,35.579671,139.630402,2213,13.737,7.682,304,0.18486492235969984,神奈川労働局　川崎北公共職業安定所（新城庁舎）,7,29,13.736999999999998,15.507025000926083,8.418969323285378,12.849600797356045
30045,中原区,下沼部,35.574007,139.668804,4906,16.47,9.478,808,0.16971067505903897,セブン‐イレブン　川崎向河原駅前店,7,35,16.47,14.232723953490053,18.66864580954556,16.23468332425969
30046,中原区,新城,35.587962,139.627724,161,30.435,18.012,49,0.03965369002666982,セブン‐イレブン　川崎新城店,7,26,30.435000000000002,3.296400362816406,0.6089670396589785,10.631750257024256
30047,中原区,新城１丁目,35.58526,139.631542,1296,20.37,11.343,264,0.07785301523964124,セブン‐イレブン　川崎新城１丁目店,7,25,20.37,6.508532193878461,4.928826977239857,10.19306097072334
30048,中原区,新城２丁目,35.582811,139.63164,1124,18.238,9.698,205,0.15441609201189693,新城小学校,7,31,18.238,12.946622254712809,4.274187409606455,11.932305124767062
30049,中原区,新城３丁目,35.585398,139.630159,659,20.03,12.14,132,0.07186722305535641,セブン‐イレブン　川崎武蔵新城南店,8,28,20.03,6.005194674116861,2.504376950597549,9.162390954826009
30050,中原区,新城４丁目,35.582792,139.630059,469,24.52,16.205,115,0.158025459238081,セブン‐イレブン　川崎千年新町店,6,26,24.52,13.250129274603337,1.7812285910025119,13.19042028714209
30051,中原区,新城５丁目,35.586216,139.628985,857,18.553,9.802,159,0.11679131361997558,セブン‐イレブン　川崎武蔵新城南店,6,26,18.553,9.782803322426878,3.2579736621755346,10.456413427623414
30052,中原区,新城中町,35.583254,139.633532,2038,16.094,8.292,328,0.20682795172208368,新城小学校,8,27,16.094,17.3538677220511,7.7529116236583695,14.09562057591795
30053,中原区,新丸子東１丁目,35.580086,139.663177,2049,12.592,7.516,258,0.031213158114231664,ひろ歯科医院,13,40,12.592,2.5866469555014744,7.794778107634924,7.150692214491066
30054,中原区,新丸子東２丁目,35.577759,139.662374,2347,12.612,6.902,296,0.07110369000981097,株式会社光陽電業社,24,46,12.612000000000002,5.940990168252149,8.928979218999771,8.83868983300079
30055,中原区,新丸子東３丁目,35.574728,139.6612,6018,14.008,6.115,843,0.06458778795431809,中原市民館,14,53,14.008,5.393076395329686,22.90096673517546,13.229920578684512
30056,中原区,新丸子町,35.579381,139.660603,3403,11.255,6.406,383,0.14872941948283186,松島歯科クリニック,23,45,11.255,12.468437319727798,12.94816168074903,12.248323432115829
30057,中原区,田尻町,35.559488,139.672165,2065,20.0,11.235,413,0.12364740399133056,セブン‐イレブン　川崎田尻町店,5,25,20.0,10.359323090660615,7.855674811600823,12.500431679744493
30059,中原区,中丸子,35.568518,139.668859,15824,14.92,8.241,2361,0.13419870529193756,橘高校,9,26,14.92,11.246568364702714,60.2230341782751,27.041537599363615
30061,中原区,丸子通１丁目,35.582999,139.66455,4062,15.411,8.05,626,0.14527215105025296,セブン‐イレブン　新丸子店,9,31,15.411,12.17772009059094,15.456344675344447,14.13129143883971
30062,中原区,丸子通２丁目,35.58328,139.661594,2627,12.714,6.814,334,0.15467084430285663,新丸子こども文化センター,8,34,12.714,12.968044045235688,9.994671538402985,11.999819079615172
30064,中原区,宮内１丁目,35.594809,139.644987,2569,17.011,11.055,437,0.36981496209092035,セブン‐イレブン　川崎宮内１丁目店,4,17,17.011,31.059234535117298,9.773920986526605,20.4591701100049
30065,中原区,宮内２丁目,35.590908,139.638814,2730,17.399,10.659,475,0.12200584112911068,セブン‐イレブン　川崎西下橋店,9,27,17.399,10.221286193594295,10.38669407018345,12.424222698492754
30066,中原区,宮内３丁目,35.590812,139.643723,4066,17.241,9.297,701,0.10201590284701217,セブン‐イレブン　川崎宮内１丁目店,6,26,17.241,8.540358148428446,15.47156885133592,13.229913914772155
30067,中原区,宮内４丁目,35.58606,139.644465,3696,21.023,12.689,777,0.03896969149944603,セブン‐イレブン　川崎宮内４丁目店,8,30,21.023,3.23888381168767,14.063332572124535,11.821453296312427
30068,中原区,等々力,35.58918,139.653175,395,24.81,16.203,98,0.313226594766394,西丸子小学校,5,21,24.81,26.300791946471275,1.4995813351602345,18.41319117913658
30069,中原区,上小田中１丁目,35.593112,139.630566,5874,15.935,8.699,936,0.1815172100009142,セブン‐イレブン　川崎上小田中１丁目店,6,25,15.934999999999999,15.225520200279927,22.35289639948238,17.576576999956686
30070,中原区,上小田中２丁目,35.588425,139.63638,6217,16.889,8.831,1050,0.20402231673578883,大戸こども文化センター,9,33,16.889,17.11794550626393,23.658369490751312,19.011389049730965
30071,中原区,上小田中３丁目,35.586945,139.633167,5764,14.486,6.905,835,0.19012427605244422,セブン‐イレブン　川崎武蔵中原店,8,25,14.486000000000002,15.949277247872617,21.934231559716828,17.305780367064095
30073,中原区,上小田中５丁目,35.582758,139.636621,2000,17.3,8.9,346,0.28479230379126075,聾学校,9,28,17.3,23.909789209493837,7.608281951739363,17.036400269319344
30074,中原区,上小田中６丁目,35.582178,139.645375,5845,19.418,11.069,1135,0.28576680090018863,ごうじ老人いこいの家,9,38,19.418,23.991733410482034,22.242521123544186,22.09484970125607
30075,中原区,上小田中７丁目,35.581033,139.648845,2394,16.332,7.811,391,0.052957075305357704,ごうじ老人いこいの家,6,40,16.332,4.415064817654604,9.107863286899596,9.39798491313172
30076,中原区,井田１丁目,35.562932,139.643385,3445,19.652,11.205,677,0.2473272039925961,井田小学校,5,24,19.652,20.75939744350677,13.10801552865951,18.13176363600056
30077,中原区,井田２丁目,35.561114,139.640893,2466,24.006,13.625,592,0.18334366840423222,井田病院,5,16,24.006,15.379104724160896,9.381898454746135,16.1680114260882
30078,中原区,井田３丁目,35.562737,139.636755,3181,19.334,10.563,615,0.07556773915653658,中部地域支援室,11,19,19.334,6.316366284968305,12.103219913222196,11.95771248795398
30079,中原区,井田三舞町,35.569301,139.646265,3947,12.186,5.65,481,0.11375678588196118,聴覚障害者情報文化センター,8,29,12.186,9.52763381131188,15.018649615589554,11.972448409201618
30080,中原区,井田杉山町,35.569529,139.642792,4318,14.405,7.666,622,0.11785102253754565,井田中学校,7,36,14.404999999999998,9.871912874148258,16.430691938798812,13.199472731298947
30081,中原区,井田中ノ町,35.565289,139.643876,6761,13.992,7.455,946,0.22957355519356143,井田小学校,8,29,13.992,19.266516087437395,25.72885742559184,19.622863662652513
30082,中原区,木月伊勢町,35.569092,139.65494,1603,13.1,6.925,210,0.1559670032813773,住吉小学校,8,49,13.100000000000001,13.077036376639736,6.097282484585522,10.98999929603155
30083,中原区,木月大町,35.571152,139.65034,2734,15.582,7.644,426,0.0004522262904361673,セブン‐イレブン　川崎木月大町店,10,39,15.582,0.0,10.401918246174926,7.795175473852478
30084,中原区,木月祗園町,35.568179,139.65085,2156,13.683,7.885,295,0.19175253622805186,川崎市国際交流センター,10,30,13.683,16.086195539234055,8.202024815406867,12.999985660315682
30085,中原区,木月住吉町,35.565849,139.658919,4583,16.823,9.884,771,0.23583005170205942,住吉中学校,11,36,16.823,19.792616783557825,17.439293598233995,18.19573479289333
30086,中原区,木月１丁目,35.565429,139.652818,2632,16.983,10.296,447,0.1113670235838919,セブン‐イレブン　元住吉駅西口店,9,30,16.983,9.326681791780034,10.013701758392326,11.829683244229711
30087,中原区,木月２丁目,35.564023,139.65547,2932,15.518,9.447,455,0.13093999128835573,セブン‐イレブン　川崎木月店,6,30,15.518,10.9725473205907,11.155514957752912,12.391073415562152
30088,中原区,木月３丁目,35.562816,139.650428,6154,18.102,10.79,1114,0.2790829101617084,セブン‐イレブン　川崎元住吉店,6,24,18.102,23.429693686567674,23.41858871888559,21.828054090292746
30089,中原区,木月４丁目,35.559027,139.654425,7225,17.301,9.73,1250,0.1578068733622881,ボウクス株式会社,5,19,17.301,13.231748671136117,27.49486184060288,18.731458020635312
30091,中原区,苅宿,35.561763,139.663954,5575,18.493,10.332,1031,0.09531708771550017,苅宿小学校,9,26,18.493,7.977063451614716,21.21488924411966,15.103192153881782
30092,中原区,西加瀬,35.560117,139.659823,2336,15.411,8.904,360,0.18994016495420063,西加瀬こども文化センター,8,24,15.411,15.933795583842613,8.887112735023218,13.66295205404401
30093,中原区,今井上町,35.578438,139.649884,3378,10.805,5.684,365,0.17421753939055445,セブン‐イレブン　川崎今井仲町店,6,45,10.805,14.611700343696635,12.853010580802316,12.94208331171935
30094,中原区,今井仲町,35.574457,139.651479,3638,12.562,5.91,457,0.15042122254342022,今井中学校,12,45,12.561999999999998,12.610698850069143,13.842582020248154,12.965654146102104
30095,中原区,今井西町,35.575397,139.64838,4122,15.114,7.521,623,0.13783702314833676,今井小学校,5,43,15.113999999999999,11.55250980562882,15.684707315216565,13.860616116816496
30096,中原区,今井南町,35.572501,139.654761,4946,15.204,8.087,752,0.1273908266879453,セブン‐イレブン　川崎小杉法政通り店,11,45,15.204,10.674102661605318,18.820887569460304,14.47710733548022
40001,高津区,宇奈根,35.6142322,139.6040043,1640,16.524,10.976,271,0.17285688132607377,多摩川緑地パークボール場,7,13,16.524,14.49728436760956,6.23810611250666,12.627545580795822
40002,高津区,梶ケ谷１丁目,35.589773,139.599458,636,12.893,7.862,82,0.15918805056466456,宮崎中学校,9,31,12.893000000000002,13.347890074979137,2.416837938646571,9.932107411585626
40003,高津区,梶ケ谷２丁目,35.5894142,139.6024041,2990,15.753,8.094,471,0.1589780831835501,西梶ケ谷小学校,8,29,15.753,13.330234189577963,11.376265509629292,13.470873328719971
40004,高津区,梶ケ谷３丁目,35.587765,139.606183,2403,18.893,11.069,454,0.23413972302724745,セブン‐イレブン　川崎梶ケ谷３丁目店,8,19,18.893,19.65047923240871,9.142117682880414,16.27072699782761
40005,高津区,梶ケ谷４丁目,35.5867551,139.6027735,1477,23.29,12.39,344,0.14046216417919705,梶ケ谷小学校,7,22,23.29,11.77325451824458,5.617720940854076,13.381618089554054
40006,高津区,梶ケ谷５丁目,35.583936,139.605954,1530,17.059,11.307,261,0.08495039831566227,梶ケ谷保育園,6,17,17.059,7.105341953438998,5.819441272741114,9.705669163197934
40007,高津区,梶ケ谷６丁目,35.583404,139.610187,1574,22.173,14.041,349,0.15925910647749655,川崎市民プラザ,6,15,22.173,13.353865074749955,5.986907208647332,13.789518192494182
40008,高津区,上作延,35.6007089,139.5933116,1,0.0,0.0,0,0.15094093246247278,大東建託パートナーズ株式会社　川崎営業所,3,20,0.0,12.654400584709746,0.0,5.0617602338838985
40010,高津区,久地,35.610598,139.5925023,551,10.708,5.082,59,0.03516143012756958,センタービル歯科医院,2,9,10.708,2.918652040434954,2.0933241988277387,5.007858075822303
40012,高津区,坂戸１丁目,35.597928,139.621556,2990,12.876,6.789,385,0.21581150803392374,坂戸小学校,12,47,12.875999999999998,18.109283348492614,11.376265509629292,14.519392992285832
40013,高津区,坂戸２丁目,35.5961274,139.6262705,2707,12.966,6.058,351,0.042673032361944696,セブン‐イレブン　川崎坂戸２丁目店,4,31,12.966,3.5502929530634284,10.299155058232474,8.399663698695113
