町丁コード,区,町丁名,緯度,経度,総人口,人口,リスク加重人口,高齢者人口,高齢者リスク加重人口,リスク加重高齢化率,最寄りAED距離_km,500m以内AED数,リスク加重人口_norm,距離_norm,リスク加重スコア
20024,幸区,戸手１丁目,35.5453774,139.690783,742,742,2378.205,172,1697.3410000000001,71.37067662375615,0.13474631380684826,17,4.006304955916167,11.326336099967167,6.934317413536567
20025,幸区,戸手２丁目,35.5453084,139.6928605,1130,1130,3968.6330000000003,292,2927.341,73.76194775379834,0.14294306654813185,12,6.685527133326372,12.015328428241062,8.817447651292248
20026,幸区,戸手３丁目,35.545561,139.6951178,1031,1031,3038.973,203,2063.123,67.88882296749593,0.15341979933402075,6,5.1194293977161,12.895968450294804,8.230045018747582
20027,幸区,戸手４丁目,35.5420328,139.6962207,4201,4201,10366.826000000001,627,6076.704,58.616822545299776,0.1525645170496465,8,17.46387144124269,12.824076208203069,15.607953348026843
20028,幸区,戸手本町１丁目,35.543192,139.6871772,1664,1664,5383.262,387,3863.791,71.77415849349336,0.07874436125325193,16,9.068599733662646,6.618994437280366,8.088757615109735
20029,幸区,戸手本町２丁目,35.5397717,139.6863062,4433,4433,11435.751,709,6672.263,58.345647784741026,0.1572734201579932,11,19.26457387227899,13.219891260656135,16.84670082762985
20030,幸区,中幸町１丁目,35.5370471,139.6932204,1615,1615,4690.514,332,3314.457,70.66298064561794,0.14583114715446308,10,7.901602041873666,12.258091073889346,9.644197654679939
20031,幸区,中幸町２丁目,35.5371216,139.6953502,1341,1341,4133.947,303,3010.455,72.82277687643311,0.1778919078563015,9,6.964013763992074,14.953014156165054,10.159613920861265
20032,幸区,中幸町３丁目,35.5335733,139.6939679,2709,2709,7023.491,417,3880.029,55.24359609772406,0.12682377574774092,15,11.831716273884123,10.660393364414052,11.363187110096094
20033,幸区,中幸町４丁目,35.5337445,139.69252,1865,1865,4171.267,255,2380.018,57.057436026032384,0.05493938771749551,16,7.026882734898614,4.6180259246775535,6.063340010810189
20034,幸区,東古市場,35.5523919,139.6906676,2670,2670,10838.121,808,8466.235,78.11533936555978,0.2205632475710356,4,18.257811195888948,18.539827938230772,18.370617892825678
20035,幸区,古市場,35.5552195,139.6889405,2307,2307,8646.896999999999,652,6477.8099999999995,74.9148509575169,0.23589542625470294,3,14.566492924031623,19.828600922142577,16.671336123276006
20036,幸区,古市場１丁目,35.5536705,139.6858605,3699,3699,13596.176,1026,10358.923999999999,76.18998165366497,0.16373264327453496,3,22.904008397219094,13.762832509998951,19.247538042331037
20037,幸区,古市場２丁目,35.5548718,139.6823618,4152,4152,14966.767,1129,11418.252,76.2907045990627,0.18292623506307204,8,25.21289493804888,15.376183298015034,21.278210282035342
20038,幸区,古川町,35.5460836,139.682872,3286,3286,8680.824,570,5716.25,65.84916362778463,0.06352049347114129,17,14.6236460745125,5.339325714848248,10.909917930646799
20039,幸区,堀川町,35.5340092,139.6978937,1648,1648,5491.444,367,3346.698,60.94386103181604,0.17236491066747797,21,9.25084225806274,14.488432780871005,11.345878467186047
20040,幸区,南幸町１丁目,35.5355172,139.689899,1647,1647,4805.659,326,3247.121,67.56869349240137,0.07996624688981667,11,8.095574379897077,6.721702162667888,7.546025493005401
20041,幸区,南幸町２丁目,35.5331836,139.6906074,4325,4325,8272.688,482,4622.467,55.87623998390849,0.18240919006700718,13,13.936103461706706,15.33272218031328,14.494750949149335
20042,幸区,南幸町３丁目,35.5331237,139.6865313,3525,3525,9745.106,657,6578.932,67.51011225532078,0.13462530556172145,5,16.41652694520799,11.316164541158233,14.376381983588088
20043,幸区,都町,35.5369305,139.6895075,711,711,1725.946,112,1178.664,68.29089670244608,0.07441007204077466,9,2.9075147068666003,6.254668208324301,4.246376107449681
20044,幸区,柳町,35.5291914,139.6889876,2561,2561,6221.407,391,3940.01,63.32988663175389,0.2980163971110665,10,10.48053203860539,25.05028732600233,16.308434153564164
20045,幸区,新塚越,35.5494042,139.676964,3033,3033,9483.223,623,5463.623,57.613566611267075,0.08568190171093794,12,15.975360956249851,7.20214148383711,12.466073167284755
21001,幸区,小倉,35.5401291,139.6684552,3873,3873,17234.234,1494,14022.571,81.36463158153707,0.25894245314660924,10,29.032651552586465,21.765858909451214,26.125934495332363
21004,幸区,北加瀬１丁目,35.5501895,139.6673948,4184,4184,12664.849,884,8973.153,70.85084867573234,0.23529367124080922,9,21.335102446857988,19.778019356349464,20.71226921065458
21005,幸区,北加瀬２丁目,35.5524839,139.6619874,3253,3253,7360.025,441,4380.037,59.5111701386884,0.12661392988566833,7,12.3986387351666,10.642754404980783,11.696285003092273
21006,幸区,北加瀬３丁目,35.555986,139.6615649,3099,3099,8621.19,607,5994.023999999999,69.526643073636,0.24236934027605242,4,14.52318711923274,20.37277704107673,16.863023087970333
21007,幸区,南加瀬１丁目,35.547891,139.6661673,2971,2971,6736.9,425,4207.133,62.449093796850185,0.1027119692219551,12,11.34892738746728,8.63363347041128,10.262809820644879
21008,幸区,南加瀬２丁目,35.5478865,139.6618808,3270,3270,10900.318,773,7976.914,73.18056225515622,0.062374451800948055,11,18.36258776029072,5.242993186154489,13.114749930636226
21009,幸区,南加瀬３丁目,35.5432863,139.663888,3977,3977,13135.722,953,9271.816,70.58474593174248,0.14615984645336658,10,22.128331303708894,12.285720465967124,18.191286968612186
21010,幸区,南加瀬４丁目,35.5422131,139.6573319,5584,5584,17957.718,1325,12828.275,71.43599760281344,0.13667031418004266,4,30.25142686200094,11.488061302442834,22.7460806381777
21011,幸区,南加瀬５丁目,35.5422131,139.6573319,4168,4168,14107.811,1047,10346.258,73.33708964487829,0.13667031418004266,4,23.765904590406887,11.488061302442834,18.854767275221263
21012,幸区,矢上,35.5538713,139.6588268,984,984,2839.874,195,2034.8890000000001,71.65420015113348,0.24149289254971584,4,4.784028828623884,20.299105700896177,10.990059577532802
21013,幸区,新川崎,35.5514608,139.6718368,3157,3157,5573.675,208,1705.136,30.59267000677291,0.08681654946617613,7,9.38936793723251,7.297516277164094,8.552627273205143
21014,幸区,新小倉,35.540872,139.673985,5513,5513,3931.443,97,774.683,19.70480050200397,0.06216320140387656,2,6.622877159371006,5.225236166085554,6.0638207620568245
21015,幸区,東小倉,35.5442281,139.6757544,2655,2655,7764.6140000000005,544,5498.255,70.81169778690865,0.31038893762483916,5,13.08020610038918,26.090282768625915,18.284236767683876
21016,幸区,小倉１丁目,35.5451522,139.6701695,2130,2130,4572.41,276,2540.466,55.560765548146385,0.15064671007754077,9,7.702644996323126,12.6628716028432,9.686735638931156
21017,幸区,小倉２丁目,35.5414262,139.6671433,2690,2690,9423.193,689,7047.356,74.78734649709499,0.15198902068037776,8,15.874234902564972,12.775701858519618,14.634821684946829
21018,幸区,小倉３丁目,35.541435,139.670755,3175,3175,9061.573,620,6035.364,66.60393289332877,0.09965316875989724,5,15.265052768073453,8.376520669940433,12.509639928820246
21019,幸区,小倉４丁目,35.5376544,139.670901,4063,4063,13753.09,1049,10310.039,74.9652550808582,0.213631580061777,6,23.168344455655028,17.95717455258324,21.083876494426313
21020,幸区,小倉５丁目,35.537085,139.665565,2693,2693,8986.851,645,6636.468,73.8464229572739,0.06820844286885532,8,15.139176689721937,5.733379466658184,11.376857800496436
21021,幸区,鹿島田１丁目,35.5509805,139.67326,2896,2896,6090.234,389,3632.699,59.64793799384391,0.06021563490773642,7,10.259559061094036,5.061530072099646,8.18034746549628
21022,幸区,鹿島田２丁目,35.554704,139.671642,2380,2380,8286.93,597,6129.137,73.96149116741664,0.17784152074822845,3,13.960095420003892,14.948778780034774,14.355568764016244
21023,幸区,鹿島田３丁目,35.5591694,139.6693591,2473,2473,6565.3820000000005,438,4378.249,66.68688889694461,0.31096264985946215,3,11.059989548454736,26.138507149764216,17.09139658897853
30005,中原区,市ノ坪,35.567422,139.664481,12165,12165,31156.817,1998,20031.177,64.29147431844531,0.01835820240892299,10,52.48652254859151,1.5431306786822165,32.10916580062779
30012,中原区,上新城１丁目,35.590571,139.628885,1667,1667,3763.913,236,2261.7889999999998,60.091426130200134,0.18045058562185148,5,6.340657472983737,15.168088272297641,9.8716297927093
30013,中原区,上新城２丁目,35.58722,139.630813,1497,1497,3738.728,249,2284.9089999999997,61.114609032804736,0.08511815283968723,8,6.298231025173413,7.154754590560641,6.640840451328304
30014,中原区,上平間,35.559946,139.677571,10700,10700,33841.062,2371,23982.313000000002,70.86749523404437,0.17366401336860032,8,57.00838001941222,14.597631121111904,40.04408046009209
30016,中原区,上丸子山王町１丁目,35.578982,139.668365,2273,2273,5780.193,421,4087.129,70.70921334287627,0.30305496423767186,5,9.737266493869088,25.473812861698857,16.031885041000997
30017,中原区,上丸子山王町２丁目,35.576142,139.666579,2079,2079,5620.747,377,3855.552,68.59501059200849,0.12071223581559645,10,9.46866504866104,10.14667723070917,9.739869921480292
30018,中原区,上丸子天神町,35.586928,139.66357,2623,2623,7063.284000000001,458,4588.9,64.96836315798711,0.37123494798073486,1,11.898751240638788,31.204800146970197,19.621170803171353
30019,中原区,上丸子八幡町,35.582599,139.667963,2551,2551,7526.396,510,5030.251,66.83479051593885,0.3921119125105101,5,12.678905979504545,32.95964976274729,20.791203492801642
30021,中原区,北谷町,35.562575,139.671567,2329,2329,6730.756,470,4312.49,64.07140594607796,0.07061353938793977,6,11.338577254636364,5.93554404362064,9.177363970230076
30028,中原区,小杉御殿町１丁目,35.583962,139.652437,2046,2046,4967.956,314,3177.132,63.95249877414373,0.18107794316475703,13,8.368978596703586,15.22082190325977,11.10971591932606
30029,中原区,小杉御殿町２丁目,35.579423,139.653391,4473,4473,10872.615,712,6951.597,63.93675302583601,0.23880816389570728,14,18.315919509995332,20.073436157786436,19.018926169111772
30030,中原区,小杉陣屋町１丁目,35.585031,139.658407,3319,3319,7985.049,500,4914.034,61.54043638304536,0.15096354731427608,6,13.451549122945005,12.689503908624813,13.146731037216927
30031,中原区,小杉陣屋町２丁目,35.585132,139.65604,1951,1951,5927.895,414,4131.571,69.69710158496396,0.1654350394981175,8,9.986084091426376,13.905930389702364,11.554022610736771
30032,中原区,小杉町１丁目,35.579357,139.658607,2647,2647,6386.753000000001,405,3983.1279999999997,62.36546176124236,0.17603401017158576,23,10.759072576212919,14.796845330303105,12.374181677848993
30033,中原区,小杉町２丁目,35.579455,139.656175,5849,5849,11410.226,650,5786.498,50.713263698720766,0.10529132466430405,17,19.221574663211747,8.850445684682324,15.073123071799976
30034,中原区,小杉町３丁目,35.574686,139.657252,5566,5566,10893.367,604,5502.495,50.51234388779887,0.1636006075295743,20,18.350878161770588,13.751734015484454,16.511220503256133
30036,中原区,下小田中１丁目,35.579784,139.637806,4137,4137,9513.735,540,5189.581,54.54830305868305,0.08448956765451608,11,16.026761225282552,7.101917767989644,12.456823842365388
30037,中原区,下小田中２丁目,35.577623,139.643486,5056,5056,12533.56,775,7511.382,59.930155518464026,0.153696180474488,9,21.113934056682506,12.919200148440634,17.83604049338576
30038,中原区,下小田中３丁目,35.573154,139.643202,5271,5271,11388.612000000001,683,6555.143999999999,57.55876133105596,0.30737839447673954,6,19.18516389319101,25.83722632073148,21.8459888642072
30039,中原区,下小田中４丁目,35.576185,139.637997,4020,4020,9475.545,600,5506.484,58.11258349783574,0.1675221231370133,8,15.962426659395067,14.081363840125075,15.21000153168707
30040,中原区,下小田中５丁目,35.574075,139.63411,2875,2875,5321.036,306,2936.902,55.19417647240124,0.12716120330206596,8,8.963774316094844,10.68875642520363,9.653767159738358
30041,中原区,下小田中６丁目,35.57122,139.637288,4884,4884,12933.426,833,7897.826999999999,61.0652351511502,0.22682663096947023,7,21.787545094209708,19.066307538966388,20.69905007211238
30042,中原区,下新城１丁目,35.5800564,139.6334844,1781,1781,4247.698,273,2510.024,59.091394915551895,0.0673243566030011,7,7.155637780862116,5.659066055734131,6.557009090810922
30043,中原区,下新城２丁目,35.577461,139.632675,1965,1965,4448.996,276,2638.017,59.294658839882075,0.08893454464048912,11,7.494742767613054,7.475548050536125,7.487064880782283
30044,中原区,下新城３丁目,35.579671,139.630402,2213,2213,5030.707,304,2866.678,56.98360091335074,0.18486492235969984,7,8.474688425035753,15.539143035420683,11.300470269189725
30045,中原区,下沼部,35.574007,139.668804,4906,4906,12252.104,808,7983.816,65.16281611713384,0.16971067505903897,7,20.639795549837075,14.265326383817545,18.090007883429262
30046,中原区,新城,35.587962,139.627724,161,161,623.671,49,489.11199999999997,78.42468224432432,0.03965369002666982,7,1.050631134894255,3.3331599815768174,1.9636426735672798
30047,中原区,新城１丁目,35.58526,139.631542,1296,1296,3680.261,264,2566.452,69.73559755680373,0.07785301523964124,7,6.1997379886784305,6.544070795614054,6.33747111145268
30048,中原区,新城２丁目,35.582811,139.63164,1124,1124,3010.994,205,1940.229,64.4381556389684,0.15441609201189693,7,5.0722962000474485,12.979713566615663,8.235263146674734
30049,中原区,新城３丁目,35.585398,139.630159,659,659,1909.521,132,1327.559,69.52314219115684,0.07186722305535641,8,3.2167636708046587,6.040924607875294,4.346428045632913
30050,中原区,新城４丁目,35.582792,139.630059,469,469,1565.162,115,1156.223,73.87241704053638,0.158025459238081,6,2.636659277653381,13.283105215388838,6.895237652747564
30051,中原区,新城５丁目,35.586216,139.628985,857,857,2318.275,159,1520.675,65.59510843191597,0.11679131361997558,6,3.905347361424499,9.817097286332494,6.270047331387698
30052,中原区,新城中町,35.583254,139.633532,2038,2038,5115.057,328,3207.13,62.699790051215466,0.20682795172208368,8,8.616783754509672,17.38528372234435,12.124183741643543
30053,中原区,新丸子東１丁目,35.580086,139.663177,2049,2049,4682.977,258,2588.227,55.26883860416141,0.031213158114231664,13,7.8889052724813125,2.6236763704717956,5.782813711677505
30054,中原区,新丸子東２丁目,35.577759,139.662374,2347,2347,4879.863,296,2854.907,58.503835046188804,0.07110369000981097,24,8.220577839627758,5.9767445078565595,7.323044506919278
30055,中原区,新丸子東３丁目,35.574728,139.6612,6018,6018,14927.779,843,7549.63,50.57436876577553,0.06458778795431809,14,25.147216067799572,5.429039011580279,17.259945245311854
30056,中原区,新丸子町,35.579381,139.660603,3403,3403,6688.539,383,3706.013,55.40840832355167,0.14872941948283186,23,11.267458837038253,12.50171040248482,11.761159463216881
30057,中原区,田尻町,35.559488,139.672165,2065,2065,5989.258,413,4072.464,67.99613574836816,0.12364740399133056,5,10.089455706156764,10.393397904017878,10.21103258530121
30059,中原区,中丸子,35.568518,139.668859,15824,15824,38589.326,2361,23037.463,59.69905512213403,0.13419870529193756,9,65.00726724536555,11.28030591245515,43.516482712201395
30061,中原区,丸子通１丁目,35.582999,139.66455,4062,4062,9862.395,626,5933.812,60.166034720775215,0.14527215105025296,9,16.614111048333857,12.211103682724556,14.852908102090137
30062,中原区,丸子通２丁目,35.58328,139.661594,2627,2627,5936.6320000000005,334,3273.349,55.13814903804042,0.15467084430285663,8,10.000802371137267,13.001127214144326,11.20093230834009
30064,中原区,宮内１丁目,35.594809,139.644987,2569,2569,6985.819,437,4504.893,64.48625422445099,0.36981496209092035,4,11.768254326617477,31.085440759756793,19.4951288998732
30065,中原区,宮内２丁目,35.590908,139.638814,2730,2730,7550.845,475,4879.129,64.61699319745009,0.12200584112911068,9,12.720092567652832,10.25541347845965,11.734220931975559
30066,中原区,宮内３丁目,35.590812,139.643723,4066,4066,11011.708,701,6774.263,61.51873079090001,0.10201590284701217,6,18.55023445560904,8.575124398899383,14.560190432925177
30067,中原区,宮内４丁目,35.58606,139.644465,3696,3696,11126.528,777,7804.695,70.14492751018106,0.03896969149944603,8,18.743659301254514,3.275665294023996,12.556461698362307
30068,中原区,等々力,35.58918,139.653175,395,395,1429.493,98,1034.668,72.38006761837939,0.313226594766394,5,2.4081123748152358,26.328806982117893,11.976390217736299
30069,中原区,上小田中１丁目,35.593112,139.630566,5874,5874,14660.038,936,9083.163,61.95865931588991,0.1815172100009142,6,24.6961817393031,15.257745242261217,20.920807140486346
30070,中原区,上小田中２丁目,35.588425,139.63638,6217,6217,16220.022,1050,9989.617,61.58818403575531,0.20402231673578883,9,27.324118199931984,17.149451186886992,23.254251394713986
30071,中原区,上小田中３丁目,35.586945,139.633167,5764,5764,13862.357,835,7649.842,55.184280710704535,0.19012427605244422,8,23.352414762301468,15.981227170486639,20.403939725575537
30073,中原区,上小田中５丁目,35.582758,139.636621,2000,2000,5486.72,346,3322.913,60.56283171001983,0.28479230379126075,9,9.242884245775427,23.938713129084757,15.12121579909916
30074,中原区,上小田中６丁目,35.582178,139.645375,5845,5845,16570.032,1135,11073.605,66.82911052917702,0.28576680090018863,9,27.91374222209165,24.020626180895473,26.35649580561318
30075,中原区,上小田中７丁目,35.581033,139.648845,2394,2394,5836.1720000000005,391,3656.4759999999997,62.651957481719165,0.052957075305357704,6,9.831568265636967,4.451399202204138,7.679500640263836
30076,中原区,井田１丁目,35.562932,139.643385,3445,3445,9760.315,677,6740.915,69.06452302000498,0.2473272039925961,5,16.442147903903532,20.78951891107624,18.181096306772616
30077,中原区,井田２丁目,35.561114,139.640893,2466,2466,8168.984,592,6049.145,74.0501511571084,0.18334366840423222,5,13.761404539978628,15.411271384566252,14.421351277813677
30078,中原区,井田３丁目,35.562737,139.636755,3181,3181,9674.728,615,6145.367,63.51979094399347,0.07556773915653658,11,16.29796873420958,6.351977934093829,12.319572414163279
30079,中原区,井田三舞町,35.569301,139.646265,3947,3947,8724.11,481,4454.925,51.06452119471212,0.11375678588196118,8,14.696565320886041,9.562024771957875,12.642749101314774
30080,中原区,井田杉山町,35.569529,139.642792,4318,4318,10090.989,622,5982.258,59.28316837923418,0.11785102253754565,7,16.99919865646381,9.906172965135374,14.161988379932437
30081,中原区,井田中ノ町,35.565289,139.643876,6761,6761,15807.392,946,9164.052,57.973206459357755,0.22957355519356143,8,26.629005030983265,19.297205039047885,23.69628503420911
30082,中原区,木月伊勢町,35.569092,139.65494,1603,1603,3448.632,210,2038.018,59.09641852189505,0.1559670032813773,8,5.8095376440345055,13.11007811465474,8.7297538322826
30083,中原区,木月大町,35.571152,139.65034,2734,2734,6731.247,426,3976.035,59.068327161371435,0.0004522262904361673,10,11.339404389275032,0.038012668502855014,6.818847700966161
30084,中原区,木月祗園町,35.568179,139.65085,2156,2156,5031.591,295,2998.457,59.59262189633458,0.19175253622805186,10,8.476177604303741,16.11809341555186,11.53294392880299
30085,中原区,木月住吉町,35.565849,139.658919,4583,4583,11624.493,771,7756.719,66.72737469066394,0.23583005170205942,11,19.58252712273029,19.82310575025471,19.67875857374006
30086,中原区,木月１丁目,35.565429,139.652818,2632,2632,7016.187,447,4561.575,65.01501456560379,0.1113670235838919,9,11.819412014411954,9.361149139651063,10.836106864507599
30087,中原区,木月２丁目,35.564023,139.65547,2932,2932,7472.121,455,4655.12,62.299847660389865,0.13093999128835573,6,12.58747475238899,11.00638903105426,11.955040463855099
30088,中原区,木月３丁目,35.562816,139.650428,6154,6154,16906.096999999998,1114,11270.942,66.66791276543604,0.2790829101617084,6,28.47987460975796,23.45880010327822,26.471444807166066
30089,中原区,木月４丁目,35.559027,139.654425,7225,7225,18710.75,1250,12299.837,65.73673957484334,0.1578068733622881,5,31.51997849382556,13.264731598879484,24.217879735847127
30091,中原区,苅宿,35.561763,139.663954,5575,5575,15138.616,1031,10235.385,67.61110130542977,0.09531708771550017,9,25.502390376990952,8.012043825431446,18.50625175636715
30092,中原区,西加瀬,35.560117,139.659823,2336,2336,5643.936,360,3615.125,64.05325999444361,0.18994016495420063,8,9.50772905097486,15.965751391450262,12.09093798716502
30093,中原区,今井上町,35.578438,139.649884,3378,3378,7229.1,365,3520.4629999999997,48.69849635500961,0.17421753939055445,6,12.178083536454409,14.644158714985211,13.16451360786673
30094,中原区,今井仲町,35.574457,139.651479,3638,3638,8177.237,457,4226.479,51.68590564270059,0.15042122254342022,12,13.775307477194373,12.64391785542223,13.322751628485516
30095,中原区,今井西町,35.575397,139.64838,4122,4122,10125.689,623,5872.496,57.996013900881216,0.13783702314833676,5,17.05765399650821,11.586131056875502,14.869044820655127
30096,中原区,今井南町,35.572501,139.654761,4946,4946,11897.899,752,7255.384,60.98037981327627,0.1273908266879453,11,20.04310466452219,10.708057818847761,16.30908592625242
40001,高津区,宇奈根,35.6142322,139.6040043,1640,1640,4665.107,271,3017.786,64.68846266548655,0.17285688132607377,7,7.858801614654413,14.52978623146384,10.527195461378184
40002,高津区,梶ケ谷１丁目,35.589773,139.599458,636,636,1370.859,82,830.223,60.56224600779512,0.15918805056466456,9,2.30933801146759,13.38082885427567,6.737934348590822
40003,高津区,梶ケ谷２丁目,35.5894142,139.6024041,2990,2990,7593.477000000001,471,4434.254,58.395567669461556,0.1589780831835501,8,12.791910090902773,13.363179680347681,13.020417926680736
40004,高津区,梶ケ谷３丁目,35.587765,139.606183,2403,2403,6700.8,454,4439.352,66.25107449856733,0.23413972302724745,8,11.288113618717919,19.68102222938173,14.645277062983443
40005,高津区,梶ケ谷４丁目,35.5867551,139.6027735,1477,1477,4794.518,344,3389.797,70.70151785852093,0.14046216417919705,7,8.076806341181381,11.80679185853542,9.568800548122997
40006,高津区,梶ケ谷５丁目,35.583936,139.605954,1530,1530,4224.948,261,2744.448,64.95814859733184,0.08495039831566227,6,7.117313314406494,7.140653691859098,7.126649465387535
40007,高津区,梶ケ谷６丁目,35.583404,139.610187,1574,1574,5174.619000000001,349,3581.564,69.21406194349767,0.15925910647749655,6,8.717121419170324,13.386801582789628,10.584993484618046
40008,高津区,上作延,35.6007089,139.5933116,1,1,0.178,0,0.0,0.0,0.15094093246247278,3,0.00029985736391651584,12.687602977867316,5.0752211055652765
40010,高津区,久地,35.610598,139.5925023,551,551,1123.115,59,541.114,48.179750070117485,0.03516143012756958,2,1.8919904678376276,2.9555552514129264,2.317416381267747
40012,高津区,坂戸１丁目,35.597928,139.621556,2990,2990,6414.383,385,3758.02,58.587396480690344,0.21581150803392374,12,10.805617851297262,18.140412195147963,13.739535588837542
40013,高津区,坂戸２丁目,35.5961274,139.6262705,2707,2707,5592.595,351,3219.14,57.560756679144475,0.042673032361944696,4,9.42124041658813,3.586956060475155,7.08752667414294
40014,高津区,坂戸３丁目,35.5940977,139.6233129,4003,4003,13236.723,994,9399.164,71.00823972821672,0.25041890137467887,6,22.29847677344447,21.04939691945763,21.798844831849735
40016,高津区,下野毛１丁目,35.5989364,139.6374298,1312,1312,4681.34,352,3430.234,73.27461795127036,0.02668556684908058,6,7.886147595488441,2.243101800796477,5.628929277611655
40017,高津区,下野毛２丁目,35.5953956,139.635925,1175,1175,2750.245,174,1752.672,63.72784970066303,0.2123315807227709,10,4.633040538340326,17.847900843883313,9.918984660557522
40018,高津区,下野毛３丁目,35.595659,139.640058,1894,1894,5098.921,337,3408.0029999999997,66.83772900188097,0.03531591916098881,9,8.589601179093062,2.96854109619658,6.341177145934469
40021,高津区,久本１丁目,35.5971663,139.6113144,2151,2151,5749.588,406,3614.7059999999997,62.868956871344515,0.12752729019207115,22,9.6857095577867,10.719528496370891,10.099237133220377
40022,高津区,久本２丁目,35.594993,139.613968,2949,2949,8094.344,537,4832.273999999999,59.699390092637515,0.24209824956054202,18,13.635666598165544,20.34999003881519,16.321395974425403
40023,高津区,久本３丁目,35.595994,139.617343,7616,7616,24345.66,1726,16378.541000000001,67.2749927502479,0.061144439572157976,17,41.01250241802114,5.139602365903063,26.66334239717391
40026,高津区,向ケ丘,35.593877,139.594688,2459,2459,6782.197,452,4477.567,66.01941819147984,0.21896871437496246,6,11.425234348216303,18.40579667317392,14.21745927819935
40027,高津区,北見方１丁目,35.5981863,139.6277325,2916,2916,6652.194,402,3978.46,59.80673443979535,0.3065308021346518,6,11.206232343265524,25.765980470132515,17.03013159401232
40028,高津区,北見方２丁目,35.6014023,139.6317217,5514,5514,13935.56,799,7756.922,55.662793601405326,0.2572582947780516,2,23.475731945508098,21.624294044417507,22.73515678507186
40029,高津区,北見方３丁目,35.597837,139.632118,1313,1313,3623.288,237,2420.687,66.80912475077885,0.41198088975747965,3,6.103761732530027,34.62977125181722,17.514165540244903
40030,高津区,諏訪１丁目,35.6056207,139.6245514,1937,1937,5099.499,328,3390.6839999999997,66.49053171693924,0.09753054123584548,5,8.590574873229825,8.198099516342765,8.433584730475001
40031,高津区,諏訪２丁目,35.6044219,139.629071,2084,2084,5466.429,371,3684.247,67.39769235089305,0.22015717779511948,3,9.208702190880876,18.50569503594851,12.92749932890793
40032,高津区,諏訪３丁目,35.6023147,139.6258322,2751,2751,6462.232,383,3889.35,60.185861479439296,0.03256006752281596,6,10.886223890657046,2.7368931867752218,7.626491609104316
40033,高津区,瀬田,35.6071957,139.6250135,810,810,2226.915,158,1476.234,66.29054095014853,0.11995551684038691,4,3.751443042506449,10.083069899240853,6.284093785200211
40034,高津区,二子１丁目,35.599536,139.6079812,4577,4577,10267.011,629,5872.932,57.201964622420284,0.011117480872058284,17,17.295723897538604,0.9344992184527464,10.75123402590426
40035,高津区,二子２丁目,35.599536,139.6079812,2423,2423,5873.063,363,3633.1169999999997,61.86068496115229,0.011117480872058284,17,9.893714546604631,0.9344992184527464,6.3100284153438775
40036,高津区,二子３丁目,35.599536,139.6079812,3007,3007,7077.468,442,4236.256,59.855530254605185,0.011117480872058284,17,11.922645492603909,0.9344992184527464,7.527386982943444
40037,高津区,二子４丁目,35.599536,139.6079812,1801,1801,4811.673,310,3056.246,63.5173254707874,0.011117480872058284,17,8.105705515776817,0.9344992184527464,5.237222996847189
40038,高津区,二子５丁目,35.599536,139.6079812,1592,1592,4436.714,304,2768.6929999999998,62.404135132442605,0.011117480872058284,17,7.474052609502813,0.9344992184527464,4.858231253082787
40039,高津区,二子６丁目,35.599536,139.6079812,1640,1640,3806.38,230,2151.131,56.51382678555478,0.011117480872058284,17,6.412197038564875,0.9344992184527464,4.221117910520023
40040,高津区,溝口１丁目,35.5997928,139.6131876,1384,1384,3282.031,182,1736.677,52.91470434008697,0.041747461451354745,29,5.528882943552171,3.509155585482409,4.720992000324266
40041,高津区,溝口２丁目,35.6022518,139.6107168,3159,3159,7749.9439999999995,472,4520.473,58.32910534579347,0.09913673870845713,27,13.055493136745048,8.333111242480188,11.166540379039104
40042,高津区,溝口３丁目,35.6036704,139.6128512,3707,3707,8708.649,557,5144.714,59.07591407117224,0.022986104031242544,21,14.670519845023605,1.9321370101438091,9.575166711071686
40043,高津区,溝口４丁目,35.6046655,139.615588,1757,1757,4533.1539999999995,300,3014.008,66.48810077928083,0.0746414775134241,18,7.636514655436008,6.274119398375825,7.091556552611935
40044,高津区,溝口５丁目,35.6070572,139.614768,3245,3245,9072.115,576,5554.701,61.228291308035665,0.08484695663703301,10,15.28281173622181,7.1319587213934925,12.022470530290484
40045,高津区,溝口６丁目,35.608341,139.612497,3079,3079,6960.625,410,3908.687,56.154253389602225,0.16903296419729458,9,11.725812717479766,14.208360216938068,12.718831717263086
40046,高津区,久地１丁目,35.606678,139.606989,3251,3251,7899.171,508,4886.245,61.85769367443748,0.19895551596116662,7,13.30687973699881,16.72355242273075,14.673548811291587
40047,高津区,久地２丁目,35.611866,139.612344,2430,2430,7230.255,476,4779.121,66.09892735456772,0.16381414023105467,6,12.180029240136001,13.769682878625659,12.815890695531865
40048,高津区,久地３丁目,35.6100158,139.6041036,3944,3944,8813.812,444,4073.362,46.21566695545582,0.038804254254270906,8,14.847676586380643,3.2617591782322717,10.213309623121296
40049,高津区,久地４丁目,35.6098493,139.5980466,3187,3187,8548.173,538,5242.031,61.32340793757917,0.24695812351929286,4,14.40018327012548,20.758495209050817,16.943508045695616
40050,高津区,下作延１丁目,35.6018897,139.607448,1069,1069,2947.929,196,1999.568,67.82958476951106,0.18510068798308613,14,4.9660574098486,15.558960725536638,9.203218736123816
