町丁コード,区,町丁名,年齢5歳階級,人口,総人口,高齢化率,後期高齢化率,緯度,経度
10001,川崎区,旭町１丁目,0〜4歳,35,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,5〜9歳,31,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,10〜14歳,20,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,15〜19歳,30,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,20〜24歳,79,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,25〜29歳,145,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,30〜34歳,182,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,35〜39歳,117,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,40〜44歳,106,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,45〜49歳,86,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,50〜54歳,81,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,55〜59歳,104,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,60〜64歳,74,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,65〜69歳,78,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,70〜74歳,75,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,75〜79歳,68,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,80〜84歳,44,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,85〜89歳,32,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,90〜94歳,14,1409,22.64,11.781,35.5353126,139.7099266
10001,川崎区,旭町１丁目,95歳以上,8,1409,22.64,11.781,35.5353126,139.7099266
10002,川崎区,旭町２丁目,0〜4歳,65,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,5〜9歳,49,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,10〜14歳,80,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,15〜19歳,72,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,20〜24歳,138,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,25〜29歳,163,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,30〜34歳,140,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,35〜39歳,132,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,40〜44歳,130,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,45〜49歳,124,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,50〜54歳,165,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,55〜59歳,161,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,60〜64歳,115,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,65〜69歳,124,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,70〜74歳,113,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,75〜79歳,115,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,80〜84歳,85,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,85〜89歳,61,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,90〜94歳,23,2075,26.072,14.651,35.5319252,139.7166435
10002,川崎区,旭町２丁目,95歳以上,20,2075,26.072,14.651,35.5319252,139.7166435
10003,川崎区,池田１丁目,0〜4歳,33,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,5〜9歳,42,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,10〜14歳,40,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,15〜19歳,38,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,20〜24歳,138,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,25〜29歳,397,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,30〜34歳,262,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,35〜39歳,166,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,40〜44歳,156,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,45〜49歳,118,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,50〜54歳,187,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,55〜59歳,147,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,60〜64歳,106,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,65〜69歳,86,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,70〜74歳,99,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,75〜79歳,78,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,80〜84歳,51,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,85〜89歳,37,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,90〜94歳,21,2206,17.044,8.658,35.521531,139.6918002
10003,川崎区,池田１丁目,95歳以上,4,2206,17.044,8.658,35.521531,139.6918002
10004,川崎区,池田２丁目,0〜4歳,12,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,5〜9歳,25,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,10〜14歳,57,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,15〜19歳,28,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,20〜24歳,62,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,25〜29歳,123,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,30〜34歳,92,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,35〜39歳,81,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,40〜44歳,89,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,45〜49歳,83,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,50〜54歳,108,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,55〜59歳,91,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,60〜64歳,72,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,65〜69歳,62,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,70〜74歳,53,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,75〜79歳,60,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,80〜84歳,47,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,85〜89歳,22,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,90〜94歳,8,1181,21.846,12.108,35.5207255,139.6929173
10004,川崎区,池田２丁目,95歳以上,6,1181,21.846,12.108,35.5207255,139.6929173
10005,川崎区,砂子１丁目,0〜4歳,14,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,5〜9歳,12,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,10〜14歳,4,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,15〜19歳,9,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,20〜24歳,33,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,25〜29歳,78,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,30〜34歳,65,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,35〜39歳,61,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,40〜44歳,61,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,45〜49歳,54,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,50〜54歳,51,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,55〜59歳,42,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,60〜64歳,27,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,65〜69歳,24,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,70〜74歳,19,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,75〜79歳,18,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,80〜84歳,9,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,85〜89歳,7,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,90〜94歳,3,593,13.828,6.577,35.5319901,139.701502
10005,川崎区,砂子１丁目,95歳以上,2,593,13.828,6.577,35.5319901,139.701502
10006,川崎区,砂子２丁目,0〜4歳,32,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,5〜9歳,31,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,10〜14歳,38,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,15〜19歳,25,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,20〜24歳,46,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,25〜29歳,116,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,30〜34歳,110,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,35〜39歳,104,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,40〜44歳,98,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,45〜49歳,126,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,50〜54歳,98,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,55〜59歳,79,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,60〜64歳,70,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,65〜69歳,33,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,70〜74歳,23,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,75〜79歳,49,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,80〜84歳,9,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,85〜89歳,13,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,90〜94歳,6,1107,12.105,7.046,35.5293091,139.700418
10006,川崎区,砂子２丁目,95歳以上,1,1107,12.105,7.046,35.5293091,139.700418
10007,川崎区,駅前本町,0〜4歳,15,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,5〜9歳,9,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,10〜14歳,1,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,15〜19歳,16,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,20〜24歳,37,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,25〜29歳,53,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,30〜34歳,41,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,35〜39歳,39,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,40〜44歳,26,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,45〜49歳,28,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,50〜54歳,43,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,55〜59歳,51,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,60〜64歳,33,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,65〜69歳,14,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,70〜74歳,13,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,75〜79歳,18,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,80〜84歳,10,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,85〜89歳,10,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,90〜94歳,4,461,14.967,9.111,35.5325821,139.6998962
10007,川崎区,駅前本町,95歳以上,0,461,14.967,9.111,35.5325821,139.6998962
10008,川崎区,榎町,0〜4歳,44,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,5〜9歳,60,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,10〜14歳,83,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,15〜19歳,86,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,20〜24歳,141,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,25〜29歳,214,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,30〜34歳,174,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,35〜39歳,141,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,40〜44歳,163,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,45〜49歳,194,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,50〜54歳,197,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,55〜59歳,106,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,60〜64歳,73,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,65〜69歳,61,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,70〜74歳,53,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,75〜79歳,42,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,80〜84歳,25,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,85〜89歳,13,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,90〜94歳,10,1883,10.993,4.939,35.5307057,139.706561
10008,川崎区,榎町,95歳以上,3,1883,10.993,4.939,35.5307057,139.706561
10009,川崎区,大島１丁目,0〜4歳,69,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,5〜9歳,119,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,10〜14歳,89,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,15〜19歳,103,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,20〜24歳,130,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,25〜29歳,195,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,30〜34歳,160,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,35〜39歳,186,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,40〜44歳,176,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,45〜49歳,183,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,50〜54歳,249,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,55〜59歳,168,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,60〜64歳,164,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,65〜69歳,132,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,70〜74歳,139,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,75〜79歳,168,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,80〜84歳,110,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,85〜89歳,75,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,90〜94歳,32,2661,25.179,14.994,35.5241828,139.7119195
10009,川崎区,大島１丁目,95歳以上,14,2661,25.179,14.994,35.5241828,139.7119195
10010,川崎区,大島２丁目,0〜4歳,30,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,5〜9歳,27,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,10〜14歳,48,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,15〜19歳,43,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,20〜24歳,76,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,25〜29歳,94,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,30〜34歳,84,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,35〜39歳,95,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,40〜44歳,75,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,45〜49歳,84,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,50〜54歳,94,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,55〜59歳,105,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,60〜64歳,89,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,65〜69歳,84,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,70〜74歳,86,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,75〜79歳,74,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,80〜84歳,63,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,85〜89歳,35,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,90〜94歳,19,1308,27.829,14.832,35.5214314,139.7147626
10010,川崎区,大島２丁目,95歳以上,3,1308,27.829,14.832,35.5214314,139.7147626
10011,川崎区,大島３丁目,0〜4歳,86,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,5〜9歳,85,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,10〜14歳,86,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,15〜19歳,73,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,20〜24歳,138,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,25〜29歳,209,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,30〜34歳,225,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,35〜39歳,191,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,40〜44歳,182,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,45〜49歳,171,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,50〜54歳,183,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,55〜59歳,164,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,60〜64歳,172,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,65〜69歳,164,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,70〜74歳,165,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,75〜79歳,165,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,80〜84歳,116,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,85〜89歳,87,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,90〜94歳,48,2720,27.757,15.662,35.5206439,139.7182693
10011,川崎区,大島３丁目,95歳以上,10,2720,27.757,15.662,35.5206439,139.7182693
10012,川崎区,大島４丁目,0〜4歳,65,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,5〜9歳,85,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,10〜14歳,103,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,15〜19歳,105,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,20〜24歳,156,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,25〜29歳,118,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,30〜34歳,136,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,35〜39歳,125,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,40〜44歳,155,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,45〜49歳,182,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,50〜54歳,206,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,55〜59歳,170,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,60〜64歳,128,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,65〜69歳,98,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,70〜74歳,103,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,75〜79歳,120,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,80〜84歳,98,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,85〜89歳,56,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,90〜94歳,30,2244,22.727,13.77,35.5242993,139.7148483
10012,川崎区,大島４丁目,95歳以上,5,2244,22.727,13.77,35.5242993,139.7148483
10013,川崎区,大島５丁目,0〜4歳,90,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,5〜9歳,90,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,10〜14歳,95,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,15〜19歳,114,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,20〜24歳,148,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,25〜29歳,164,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,30〜34歳,167,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,35〜39歳,177,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,40〜44歳,172,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,45〜49歳,162,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,50〜54歳,206,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,55〜59歳,164,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,60〜64歳,169,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,65〜69歳,142,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,70〜74歳,144,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,75〜79歳,174,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,80〜84歳,137,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,85〜89歳,81,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,90〜94歳,31,2645,27.486,16.673,35.5238572,139.717631
10013,川崎区,大島５丁目,95歳以上,18,2645,27.486,16.673,35.5238572,139.717631
10014,川崎区,大島上町,0〜4歳,92,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,5〜9歳,71,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,10〜14歳,102,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,15〜19歳,94,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,20〜24歳,148,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,25〜29歳,196,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,30〜34歳,211,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,35〜39歳,223,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,40〜44歳,195,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,45〜49歳,173,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,50〜54歳,205,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,55〜59歳,195,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,60〜64歳,149,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,65〜69歳,126,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,70〜74歳,137,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,75〜79歳,134,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,80〜84歳,85,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,85〜89歳,51,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,90〜94歳,33,2629,21.871,11.868,35.5207436,139.7102434
10014,川崎区,大島上町,95歳以上,9,2629,21.871,11.868,35.5207436,139.7102434
10015,川崎区,小川町,0〜4歳,40,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,5〜9歳,37,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,10〜14歳,52,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,15〜19歳,54,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,20〜24歳,144,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,25〜29歳,461,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,30〜34歳,351,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,35〜39歳,243,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,40〜44歳,220,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,45〜49歳,215,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,50〜54歳,189,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,55〜59歳,156,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,60〜64歳,109,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,65〜69歳,56,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,70〜74歳,68,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,75〜79歳,51,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,80〜84歳,29,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,85〜89歳,14,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,90〜94歳,11,2510,9.522,4.582,35.5273825,139.6975806
10015,川崎区,小川町,95歳以上,10,2510,9.522,4.582,35.5273825,139.6975806
10016,川崎区,小田１丁目,0〜4歳,100,2496,27.724,16.747,35.515828,139.69908
10016,川崎区,小田１丁目,5〜9歳,111,2496,27.724,16.747,35.515828,139.69908
