id,source,name,address,address_detail,facility_type,available_24h,available_time,latitude,longitude,everyone_allow,note,ward
kawasaki_,川崎市オープンデータ,,,,,False,,35.57687017,139.6534945,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58792314,139.5892217,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62001831,139.5608049,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59717319,139.6056274,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.63222367,139.5518006,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59600556,139.6084943,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60060631,139.4893463,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52611653,139.6927587,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60285,139.51577,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56385339,139.6361,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52618117,139.7109152,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.6010985,139.6140372,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58153489,139.6529111,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53247336,139.7333671,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.514352,139.7018571,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52507508,139.7217175,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51568714,139.7116498,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52612397,139.7114757,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52149731,139.7228887,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51055397,139.6976734,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51706375,139.7052221,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53872297,139.7458494,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54262556,139.6899198,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.5471345,139.6691671,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53518142,139.6906805,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54808269,139.6857622,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55130561,139.6838252,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53767694,139.6639717,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58123344,139.6483138,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58501616,139.6490534,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57048,139.6683,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58024458,139.6342329,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.561703,139.6606721,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56872278,139.6473526,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58203669,139.6632533,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59874619,139.6178862,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59619928,139.6001349,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56985017,139.6277141,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.5888125,139.6115884,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58286678,139.6063852,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59744308,139.6366897,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60811458,139.6056771,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60187842,139.5748751,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57683011,139.5829341,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57352803,139.6024916,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59779219,139.5679694,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59677119,139.5380296,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62375756,139.5634799,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.63109806,139.5314093,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61300706,139.5355096,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61153817,139.5747475,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61406031,139.5609055,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.63052014,139.5517904,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62287708,139.5332913,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58156189,139.5126281,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59768364,139.4917303,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.6154255,139.5104763,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59054794,139.5100411,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59499828,139.5038416,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58113908,139.4834703,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52545711,139.692172,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56340939,139.6369685,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58848861,139.6182246,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58656178,139.5913308,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.63018,139.5612167,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61086689,139.4990053,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56263,139.63593,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52668525,139.714883,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56406586,139.6354521,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59745369,139.4922358,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52942675,139.7073506,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54403256,139.692667,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57590161,139.6547914,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60763225,139.6141511,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57701744,139.59477,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61950075,139.5621855,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60482803,139.5056041,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52092386,139.6959801,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51691236,139.7392812,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.607295,139.6001347,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53593,139.66986,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53172777,139.6993934,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55618203,139.6741798,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58754333,139.598717,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61095208,139.4701962,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60532653,139.5972081,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53088186,139.7147449,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52259847,139.7084779,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.50845231,139.7010542,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51898669,139.7210124,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53759903,139.6894711,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53806106,139.6661108,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55234317,139.6770757,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54572664,139.6639033,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55068594,139.6622488,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58190703,139.6618684,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56904447,139.652983,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56859114,139.6413129,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55828544,139.6778541,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56476983,139.6668466,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58671597,139.637201,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.590187,139.64542,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60328158,139.6142939,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60147086,139.6189273,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58934344,139.6201765,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58451294,139.6073636,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58491814,139.5925587,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59181606,139.58433,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59786417,139.5446735,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59492686,139.5560003,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60966167,139.5469886,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62834722,139.5593618,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60606322,139.5172474,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59475653,139.5228421,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60949867,139.5064574,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58004636,139.5203265,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58083275,139.5016468,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52362,139.71482,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51154131,139.706937,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53069475,139.7192976,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54452364,139.6837907,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54092236,139.6928339,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54509594,139.6647931,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57117644,139.6716185,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58255822,139.655909,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57745456,139.6389943,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56772081,139.6330953,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60249358,139.6020894,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59678256,139.5611773,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57766553,139.5853156,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58587343,139.5734859,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61197964,139.5287423,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.63260947,139.5362669,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62301733,139.549055,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58269036,139.4980828,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61021525,139.5142237,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59009983,139.5101679,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59762094,139.6100195,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60839042,139.5686775,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52681544,139.7092189,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60752617,139.5554596,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60958394,139.5581422,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.6098325,139.5625084,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57250808,139.5192074,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60232689,139.5989498,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54921658,139.6650852,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57586061,139.6600306,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62126414,139.5690908,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61454181,139.6058782,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60805153,139.6242057,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53998586,139.7369238,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62052192,139.5750988,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.613,139.58432,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.529486,139.697649,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.5317321,139.7028004,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52812176,139.6963623,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53107213,139.6935106,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55098157,139.6725944,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59884718,139.6099314,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52756896,139.711814,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.527868,139.709012,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.49680617,139.7635863,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.50321114,139.769709,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52968992,139.7039305,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53236933,139.7029979,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52967481,139.7088019,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52879233,139.7077861,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53421719,139.7253045,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51905231,139.7165599,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.5319709,139.7339802,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53122906,139.6962914,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53142339,139.730219,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52605,139.71277,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51904667,139.7225725,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.50942989,139.6986489,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52072519,139.7316372,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54445,139.68688,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54476392,139.6864727,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54868167,139.6859737,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54661636,139.6684158,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54423808,139.6875913,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55261356,139.6930904,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57637783,139.6559496,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58721008,139.647231,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57460483,139.6605021,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58460367,139.6505966,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58579922,139.6519377,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58604514,139.6492673,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58974744,139.6480504,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57775269,139.6407811,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58668025,139.6506183,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55785208,139.6773706,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59943739,139.6080015,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60347394,139.6127721,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60335286,139.6221718,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59895214,139.6127686,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57013928,139.6239559,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60803333,139.6144749,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58207922,139.6206157,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58901869,139.5786028,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59967483,139.5767967,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58973581,139.5623082,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58939669,139.5797474,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.571227,139.5884061,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57971633,139.5835894,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.63743447,139.5369019,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62502,139.53087,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62426778,139.5302376,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.616009,139.541938,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.603854,139.5058788,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58767,139.497,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60013281,139.5051185,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.6012525,139.5085995,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59042408,139.5145369,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60433214,139.505337,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58083667,139.4825602,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58525772,139.519874,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61041664,139.4761409,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60475,139.50122,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59847393,139.4926907,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52217,139.7432536,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62391364,139.5425437,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55419628,139.6772166,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58850275,139.6004499,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62333,139.54438,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60584469,139.5445373,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62469,139.54136,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51943592,139.7402591,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.54242833,139.6558447,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.5909415,139.646022,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58396189,139.4953103,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58158992,139.573162,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.5258985,139.7417469,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55615186,139.6801277,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56576072,139.6383767,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59824547,139.5388869,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53088435,139.7016499,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52665736,139.7057979,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61971789,139.5724846,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.55946628,139.640818,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.588888,139.563808,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.588822,139.564766,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52229622,139.7315224,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52542678,139.6992136,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57457125,139.6625248,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61795669,139.5572675,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60329692,139.5053626,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61901964,139.5795371,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57900867,139.4830058,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59563417,139.5677137,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59037467,139.6193014,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57366231,139.6100248,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58899108,139.5858951,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59130847,139.5656288,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59527478,139.5799669,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58121233,139.6215156,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61128614,139.6001297,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59246919,139.5895159,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61648431,139.5746211,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59696289,139.5894144,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.56969917,139.6323752,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58746364,139.6112795,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58798781,139.6022841,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61307736,139.5795398,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.631587,139.5466497,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.62685606,139.5365424,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.6229255,139.5321243,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61009758,139.5461727,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61706867,139.5418628,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61606089,139.550778,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59757253,139.5280933,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59086303,139.4951134,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61181975,139.4995499,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.61711778,139.5034671,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59691636,139.4929719,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.58676358,139.5137349,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59032578,139.506478,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57893528,139.5209986,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60259033,139.5039963,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.60022767,139.5763546,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.59632475,139.6229012,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52476072,139.6952579,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.57458264,139.6067659,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.53757944,139.7453102,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.524249,139.7153637,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51139444,139.7024695,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51691381,139.7175594,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.52352681,139.7196844,False,,
kawasaki_,川崎市オープンデータ,,,,,False,,35.51943131,139.6923249,False,,
